"id","pet_name","latin_name","city","colour","participant_age","participant_gender","participant_siblings","head_height","head_lateral","head_front","snout_length","snout_height","snout_width","ear_length","nose_width","nose_height","eye_diameter","head_body_length","chest_length","chest_height","front_leg_length","hind_leg_length","manipulate","fur_thickness","fur_sofness","touch","smell","smiling","posture","stranger_comfort","owner_comfort"
"899","Creme Fraiche","Nunursus cremus fraichus","autre","16",12,"2",1,9.47,10.17,7.76,1.41,2.93,3.49,2.46,0.96,0.67,0.58,17.34,8.05,9.04,7.62,6.72,3,3,3,2,1,"0","2",0.625,NA
"900","Nounours","Nunursus chatouillus","autre","8",26,"1",0,10.43,13.4,10.51,4.05,4.66,6.84,3.76,1.92,1.35,1.08,20.07,11.85,11.36,6.35,7.69,4,3,4,4,4,"1","1",0.875,NA
"903","Calin","Nunursus calinus distingus","autre","10",6,"NA",0,20.55,29.65,18.34,5.86,9.57,10.75,6.38,3.59,3.19,2.08,45.24,21.38,23.18,14.32,16.07,4,2,5,4,1,"1","2",NA,0.625
"905","numi","Nunursus noemius","autre","7",13,"2",2,34.45,36.81,29.06,16.76,15.06,18.31,6.63,7.99,6.89,3,75.18,24.32,26.68,33.3,50.62,4,4,4,4,1,"1","2",0.5,NA
"906","Mousse","Nunursus moussus","autre","7",8,"1",1,13.1,15.53,13.59,6.67,6.49,7.58,0.65,2.47,2.36,0.61,28.55,12.25,13.15,8.96,10.47,4,2,3,4,1,"0","1",0.375,0.75
"907","Stella","Nunursus stellus","toulouse_albi","12",10,"1",1,20.32,28.04,20.48,6.93,7.28,9.61,3.01,4.07,1.82,2.69,36.15,15.28,15.84,16.37,15.2,3,3,3,3,4,"0","1",0.125,0.375
"909","Joko","Nunursus jokus colorus","autre","6",38,"2",1,17.61,20.94,8.87,1.68,6.34,5.84,3.51,1.64,1.69,1.56,42.18,12.01,13.69,11.09,7.93,1,1,1,1,1,"1","6",0.375,NA
"910","Doudo","Nunursus somnus","autre","7",8,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,4,"1","7",NA,0.25
"912","Nounours au noeud","Nunursus oursoursus","autre","9",6,"1",1,8.73,10.66,8.1,2.86,3.33,4.35,2.46,1.65,1.09,0.6,15.1,7.11,8.21,6.2,5.7,2,4,6,5,3,"0","1",0.625,NA
"915","Doudou a poche","Nunursus poketus","autre","4",15,"2",2,16.26,15.62,9.78,4.34,7.28,7.07,2.93,2.05,1.61,0.71,44.02,12.83,18.51,20.81,32.55,4,1,4,4,4,"1","2",NA,0.875
"917","Matus","Nunursus matus","autre","8",12,"2",1,10.73,11.18,9.18,3.91,4.44,5.31,2.62,2.21,1.47,0.92,21.98,10.06,11.39,8.46,11.34,4,2,4,4,1,"0","2",0.375,NA
"918","Nounours","Nunursus oursonus","autre","8",28,"2",1,13.4,12.92,12.08,4,5.26,6.56,2.3,2.08,1.36,1.06,28.96,8.83,11.23,11.54,10.93,4,3,5,5,1,"1","2",0.4375,NA
"919","Citron vert","Nunursus decousus","toulouse_albi","5",29,"1",2,11.3,11.96,9.1,4.39,5.46,7.72,2.86,1.05,1.09,0.71,22.48,8.55,10.3,7.55,8.69,5,3,4,4,4,"1","1",0.625,NA
"923","Winnie","Nunursus winnus","autre","4",13,"1",2,16.87,15.32,13.96,8.3,9.43,7.89,4.12,3.78,2.91,1.26,41.79,12.21,12.31,17.43,17.84,4,2,4,4,2,"1","2",0.5,NA
"928","Noni le malinus","Nunursus nonilemalinus","saint_etienne","2",7,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,7,5,4,"1","3",NA,0.5
"931","Noiro","Nunursus noirotus","saint_etienne","12",4,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,"1","3",NA,0.75
"936","Popinou","Nunursus popinursus","saint_etienne","4",13,"1",3,4.96,4.75,4.06,1.08,2.35,2.15,1.08,0.72,0.61,0.6,9.38,3.58,3.4,1.38,2.47,3,1,2,2,2,"0","2",0.125,NA
"937","Lulu","Nunursus lulus","saint_etienne","8",10,"1",2,7.16,8.89,7.55,2.44,4.53,4.58,2.6,1.82,1.62,0.9,16.52,8.63,9.28,9.95,8.15,4,3,4,4,5,"0","1",0.5,NA
"939","Tromignon","Nunursus tromignonus","saint_etienne","8",7,"2",1,7.62,9.12,7.43,3.01,3.47,5.17,1.64,1.25,1.11,0.72,21.23,8.01,10.81,8.64,8.34,4,3,4,3,4,"1","2",0.375,1
"940","Nounou","Nunursus nounouus","saint_etienne","2",10,"1",1,10.94,10.99,10.29,1.6,4.03,3.92,1.82,1.59,1.43,1.29,17.75,6.6,6.77,3.88,6.01,5,3,4,4,4,"-1","1",0.5,0.625
"946","Nounourson","Nunursus bleueus petitus","saint_etienne","2",8,"1",1,4.65,5.74,3.75,1.38,3.19,3.5,0.86,1.1,1.11,0.4,10,5.14,5.1,2.74,3.35,3,3,3,3,3,"1","1",0,NA
"948","Neige","Nunursus neigum","saint_etienne","7",6,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,5,5,"1","1",NA,0.875
"951","Neige","Nunursus neigus","saint_etienne","7",10,"1",1,10.26,11.27,9.37,4.12,5.25,6.12,0.96,2.6,2,1.25,25.03,10,13.29,6.09,10.31,4,4,5,5,5,"0","1",0.75,0.875
"952","Glace","Nunursus glacous","saint_etienne","7",10,"1",1,9.29,9.79,7.45,5.03,4.56,5.15,2.21,2.64,2.05,0.88,23.53,11.09,10.75,9.28,7.44,4,4,3,3,4,"0","1",0.375,0.5
"955","Niska","Nunursus niska-us","saint_etienne","8",8,"2",2,4.28,5.27,2.86,1.2,2.43,3.05,1.29,0.97,0.4,0.38,11.95,4.06,5.45,5.33,6.38,4,1,4,4,1,"1","2",0,NA
"959","Doudou l'ours","Nunursus doudou","saint_etienne","16",8,"2",2,7.74,8.73,6.34,2.52,3.96,3.73,2.23,1.45,1.19,0.76,18.29,6.66,9.09,7.97,9.5,5,2,4,4,3,"1","2",0.25,1
"960","Nounours","Nunursus nounoursus","saint_etienne","15",41,"1",1,23.51,27.59,18.9,3.19,9.77,11.74,5.15,3.54,3.2,1.57,47.54,22.94,27.03,16.3,17.47,5,3,4,5,3,"1","2",0.5,0.375
"963","Choupette","Nunursus choupatum","saint_etienne","7",13,"1",1,4.52,6.07,4.09,1.43,1.96,2.34,1.22,0.61,0.61,0.45,8.17,4.56,5.03,2.24,3.13,1,2,3,2,1,"0","1",0.375,NA
"964","Enzo bear","Nunursus catalanus","saint_etienne","7",40,"2",0,9.71,10.63,9.37,2.75,4.78,5.72,2.03,1.39,1.59,0.8,17.31,8.84,8.8,6.02,5.12,5,3,4,4,1,"0","1",0.375,NA
"966","Buffalo","Nunursus buffalam","saint_etienne","15",13,"1",1,5.05,6.05,4.32,2.37,2.26,2.71,2.27,0.85,1.03,0.49,12.69,5.29,5.35,4.57,4.48,2,3,3,3,4,"1","1",0.375,NA
"967","Cookise","Nunursus nunursuscookisusse","saint_etienne","8",9,"1",1,11.9,16.64,10.81,4.09,6.66,7.9,2.82,1.2,1.65,0.61,32.27,15.23,15.98,12.22,17.09,2,1,3,3,1,"1","2",0.125,NA
"969","Serviette","Nunursus servietus","saint_etienne","2",6,"1",2,4.1,4.71,3.44,1.68,1.82,2.82,0.59,0.75,0.32,0.24,14.63,8.08,2.53,1.42,2.91,5,2,4,5,2,"1","6",0.125,NA
"970","ours rouge","Nunursus rougus","autre","6",6,"NA",0,12.51,16.28,14.7,6.72,8.14,8.82,2.69,3.09,2.01,0.81,33.3,18.76,22.01,16.88,17.98,4,3,3,2,2,"0","4",0.375,NA
"971","Electorus","Nunursus electorus","autre","15",9,"2",1,6.5,7.03,5.74,2.08,3.1,3.33,1.99,0.67,0.9,0.49,16.07,6.81,8.34,5.92,5.83,5,4,7,5,4,"1","2",0.875,NA
"973","ours blanco","Nunursus ours blanco","autre","7",6,"1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,4,4,"1","7",NA,0.875
"975","Marcus","Nunursus plantigtradus chinoisus","autre","13",8,"2",1,10.4,10,8.31,3.07,4.95,4.75,1.75,1.35,0.95,1.03,23.88,9.25,12.1,7.85,9.29,5,3,7,5,5,"0","1",0.625,NA
"976","Doudou etiquette","Nunursus etiquettus","autre","9",7,"2",2,13.58,15.51,10.04,4.34,4.89,5.85,4.03,1.45,1.63,0.82,28.65,11.09,11.64,14.09,15,3,3,5,5,4,"1","2",0.6875,NA
"977","Pyrennes","Nunursus pyreneus","autre","9",11,"1",2,4.69,5.3,4.77,1.86,2.96,3.27,1.42,1.45,0.96,0.38,10.67,4.58,5.53,4.29,5.2,3,3,3,3,2,"1","2",0.25,0.75
"979","Mielo","Nunursus winnus","autre","4",12,"1",3,18.28,17.38,15.82,7,8.17,8.4,4.28,4.2,2.59,1.08,38.81,13.67,16.79,14.36,16.08,4,7,4,4,3,"1","2",0.75,NA
"980","Decousus","Nunursus decousus","autre","4",11,"1",0,11.71,13.73,10.85,3.28,6.08,8.49,1.81,0.95,1.08,0.94,24.42,9.85,11.36,8.2,9.89,2,3,3,3,1,"1","1",0.3125,NA
"981","Chatouille","Nunursus chatouillus","autre","8",11,"1",1,8.98,12.53,9.16,2.59,5.05,6.07,2.06,1.78,1.4,0.94,19.9,10.03,12,6.04,6.39,5,4,4,4,3,"1","1",0.75,NA
"984","Bernie","Nunursus antonus","autre","10",52,"2",0,9.85,8.08,8.26,4.3,5.7,6.49,2.87,2.46,1.34,0.66,21.44,8.53,9.51,10.11,11.63,4,4,4,4,3,"0","2",0.5,NA
"985","Ours rose","Nunursus rosea pallidus","autre","14",5,"1",3,10.81,13.18,10.94,3.92,5.74,6.95,2.55,1.7,1.13,1.13,22.82,10.82,12.06,9.49,7.06,5,2,3,5,5,"1","1",0.6875,NA
"986","Etoile","Nunursus nunursus","paris","2",54,"1",2,6.96,6.94,5.86,2.15,3.44,3.26,1.5,0.69,0.77,0.54,14.41,6.61,9.24,2.36,7.18,4,1,4,4,2,"1","2",0.625,NA
"987","Hatimon","Nunursus vicinosa","paris","14",25,"2",1,4.46,4.93,4.54,2.34,2.45,2.55,1.14,0.59,0.75,0.36,10.5,4.49,5.44,3.9,3.53,4,2,3,3,1,"0","1",0.0625,NA
"989","Marcel","Nunursus marcelus","paris","8",39,"1",1,15.33,15.49,13.24,6.86,8.69,8.15,4.88,3.18,2.91,1.43,39.44,14.23,20.31,12.92,13.78,4,3,4,4,5,"0","2",0.5,1
"990","Expa","Nunursus expavidius","paris","7",8,"2",0,13.37,16.31,12.87,5.98,6.57,7.38,2.65,2.55,1.97,1.53,29.99,15.74,17.01,11.52,11.95,3,4,6,5,3,"1","1",0.8125,NA
"993","Micha","Nunursus macharus","paris","9",72,"1",1,11.77,15.04,11.29,4.43,5.4,6.39,3.45,1.56,1.22,0.69,24.4,13.19,14.16,9.75,13.64,4,6,4,4,4,"0","2",0.75,1
"994","doudou","Nunursus duda","paris","7",49,"1",1,7.4,9.23,6.87,2.59,2.88,3.04,0.37,1.48,1.18,0.57,16.55,6.55,7.62,5.28,5.82,5,3,5,5,2,"1","1",0.4375,NA
"998","Gros GG","Nunursus gegeus maximus","paris","9",15,"2",3,12.94,13.81,9.51,6.03,7.42,9.51,2.69,4.4,3.15,1.2,36.43,13.88,17.14,15.11,10.11,4,4,3,3,4,"1","1",NA,1
"999","love","Nunursus lovulus","paris","7",51,"1",2,9.64,13.04,8.89,3.48,4,4.25,2.57,1.85,1.21,1.41,24.72,12.24,10.83,7.24,9.84,2,4,4,4,2,"1","1",NA,0.625
