"Day","Activity","obs","age","subj_id"
2,0,56,11,"13121"
2,0,57,11,"13121"
2,0,58,11,"13121"
2,0,59,11,"13121"
2,0,60,11,"13121"
2,0,61,11,"13121"
2,0,62,11,"13121"
2,0,63,11,"13121"
2,0,64,11,"13121"
2,0,65,11,"13121"
2,0,66,11,"13121"
2,0,67,11,"13121"
2,0,68,11,"13121"
2,0,69,11,"13121"
2,0,70,11,"13121"
2,0,71,11,"13121"
2,0,72,11,"13121"
2,0,73,11,"13121"
2,0,74,11,"13121"
2,0,75,11,"13121"
2,0,76,11,"13121"
2,140,77,11,"13121"
2,121,78,11,"13121"
2,145,79,11,"13121"
2,0,80,11,"13121"
2,0,81,11,"13121"
2,14,82,11,"13121"
2,101,83,11,"13121"
2,205,84,11,"13121"
2,184,85,11,"13121"
2,234,86,11,"13121"
2,270,87,11,"13121"
2,82,88,11,"13121"
2,34,89,11,"13121"
1,0,1,20,"6008"
1,0,2,20,"6008"
1,0,3,20,"6008"
1,0,4,20,"6008"
1,5,5,20,"6008"
1,5,6,20,"6008"
1,97,7,20,"6008"
1,0,8,20,"6008"
1,0,9,20,"6008"
1,0,10,20,"6008"
1,0,11,20,"6008"
1,0,12,20,"6008"
1,0,13,20,"6008"
1,0,14,20,"6008"
1,0,15,20,"6008"
1,0,16,20,"6008"
1,0,17,20,"6008"
1,0,18,20,"6008"
1,0,19,20,"6008"
1,0,20,20,"6008"
1,0,21,20,"6008"
1,0,22,20,"6008"
1,0,23,20,"6008"
1,0,24,20,"6008"
1,0,25,20,"6008"
1,0,26,20,"6008"
1,0,27,20,"6008"
1,0,28,20,"6008"
1,0,29,20,"6008"
1,0,30,20,"6008"
1,0,31,20,"6008"
1,10,32,20,"6008"
1,0,33,20,"6008"
1,0,34,20,"6008"
1,0,35,20,"6008"
1,0,36,20,"6008"
1,0,37,20,"6008"
1,0,38,20,"6008"
1,0,39,20,"6008"
1,0,40,20,"6008"
1,0,41,20,"6008"
1,0,42,20,"6008"
1,0,43,20,"6008"
1,0,44,20,"6008"
1,0,45,20,"6008"
1,0,46,20,"6008"
1,0,47,20,"6008"
1,0,48,20,"6008"
1,77,49,20,"6008"
1,0,50,20,"6008"
1,0,51,20,"6008"
1,0,52,20,"6008"
1,0,53,20,"6008"
1,0,54,20,"6008"
1,0,55,20,"6008"
1,0,56,20,"6008"
1,0,57,20,"6008"
1,0,58,20,"6008"
1,0,59,20,"6008"
1,0,60,20,"6008"
1,0,61,20,"6008"
1,0,62,20,"6008"
1,0,63,20,"6008"
1,0,64,20,"6008"
1,0,65,20,"6008"
1,0,66,20,"6008"
1,0,67,20,"6008"
1,0,68,20,"6008"
1,0,69,20,"6008"
1,0,70,20,"6008"
1,0,71,20,"6008"
1,0,72,20,"6008"
1,0,73,20,"6008"
1,0,74,20,"6008"
1,0,75,20,"6008"
1,0,76,20,"6008"
1,0,77,20,"6008"
1,0,78,20,"6008"
1,0,79,20,"6008"
1,0,80,20,"6008"
1,0,81,20,"6008"
1,0,82,20,"6008"
1,0,83,20,"6008"
1,0,84,20,"6008"
1,0,85,20,"6008"
1,0,86,20,"6008"
1,0,87,20,"6008"
1,0,88,20,"6008"
1,0,89,20,"6008"
1,0,90,20,"6008"
1,0,91,20,"6008"
1,0,92,20,"6008"
1,0,93,20,"6008"
1,0,94,20,"6008"
1,0,95,20,"6008"
1,0,96,20,"6008"
1,0,97,20,"6008"
1,0,98,20,"6008"
1,0,99,20,"6008"
1,0,100,20,"6008"
1,0,101,20,"6008"
1,0,102,20,"6008"
1,0,103,20,"6008"
1,0,104,20,"6008"
2,0,1,20,"6008"
2,0,2,20,"6008"
2,0,3,20,"6008"
2,92,4,20,"6008"
2,0,5,20,"6008"
2,0,6,20,"6008"
2,0,7,20,"6008"
2,0,8,20,"6008"
2,0,9,20,"6008"
2,0,10,20,"6008"
2,0,11,20,"6008"
2,0,12,20,"6008"
2,0,13,20,"6008"
2,0,14,20,"6008"
2,0,15,20,"6008"
2,0,16,20,"6008"
2,0,17,20,"6008"
2,0,18,20,"6008"
2,0,19,20,"6008"
2,0,20,20,"6008"
2,0,21,20,"6008"
2,0,22,20,"6008"
2,0,23,20,"6008"
2,0,24,20,"6008"
2,0,25,20,"6008"
2,0,26,20,"6008"
2,0,27,20,"6008"
2,0,28,20,"6008"
2,0,29,20,"6008"
2,0,30,20,"6008"
2,0,31,20,"6008"
2,0,32,20,"6008"
2,0,33,20,"6008"
2,0,34,20,"6008"
2,0,35,20,"6008"
2,0,36,20,"6008"
2,0,37,20,"6008"
2,0,38,20,"6008"
2,0,39,20,"6008"
2,218,40,20,"6008"
2,0,41,20,"6008"
2,0,42,20,"6008"
2,0,43,20,"6008"
2,0,44,20,"6008"
2,0,45,20,"6008"
2,36,46,20,"6008"
2,0,47,20,"6008"
2,0,48,20,"6008"
2,0,49,20,"6008"
2,0,50,20,"6008"
2,0,51,20,"6008"
2,0,52,20,"6008"
2,0,53,20,"6008"
2,0,54,20,"6008"
2,0,55,20,"6008"
2,0,56,20,"6008"
2,0,57,20,"6008"
2,0,58,20,"6008"
2,0,59,20,"6008"
2,0,60,20,"6008"
2,0,61,20,"6008"
2,0,62,20,"6008"
2,0,63,20,"6008"
2,0,64,20,"6008"
2,0,65,20,"6008"
2,0,66,20,"6008"
2,0,67,20,"6008"
2,0,68,20,"6008"
2,0,69,20,"6008"
2,0,70,20,"6008"
2,0,71,20,"6008"
2,0,72,20,"6008"
2,0,73,20,"6008"
2,0,74,20,"6008"
2,0,75,20,"6008"
2,0,76,20,"6008"
2,0,77,20,"6008"
2,0,78,20,"6008"
2,0,79,20,"6008"
2,0,80,20,"6008"
2,0,81,20,"6008"
2,0,82,20,"6008"
2,0,83,20,"6008"
2,0,84,20,"6008"
2,0,85,20,"6008"
2,0,86,20,"6008"
2,0,87,20,"6008"
2,0,88,20,"6008"
2,0,89,20,"6008"
2,26,90,20,"6008"
2,0,91,20,"6008"
2,0,92,20,"6008"
2,0,93,20,"6008"
2,0,94,20,"6008"
2,0,95,20,"6008"
2,0,96,20,"6008"
2,0,97,20,"6008"
1,0,1,18,"7261"
1,0,2,18,"7261"
1,0,3,18,"7261"
1,0,4,18,"7261"
1,0,5,18,"7261"
1,0,6,18,"7261"
1,0,7,18,"7261"
1,36,8,18,"7261"
1,0,9,18,"7261"
1,41,10,18,"7261"
1,0,11,18,"7261"
1,143,12,18,"7261"
1,0,13,18,"7261"
1,0,14,18,"7261"
1,154,15,18,"7261"
1,172,16,18,"7261"
1,82,17,18,"7261"
1,102,18,18,"7261"
1,123,19,18,"7261"
1,128,20,18,"7261"
1,102,21,18,"7261"
1,364,22,18,"7261"
1,128,23,18,"7261"
1,61,24,18,"7261"
1,72,25,18,"7261"
1,82,26,18,"7261"
1,0,27,18,"7261"
1,0,28,18,"7261"
1,0,29,18,"7261"
1,61,30,18,"7261"
1,154,31,18,"7261"
1,0,32,18,"7261"
1,67,33,18,"7261"
1,486,34,18,"7261"
1,302,35,18,"7261"
1,164,36,18,"7261"
1,118,37,18,"7261"
1,509,38,18,"7261"
1,82,39,18,"7261"
1,102,40,18,"7261"
1,195,41,18,"7261"
1,425,42,18,"7261"
1,67,43,18,"7261"
1,271,44,18,"7261"
1,0,45,18,"7261"
1,0,46,18,"7261"
1,0,47,18,"7261"
1,0,48,18,"7261"
1,36,49,18,"7261"
1,0,50,18,"7261"
1,248,51,18,"7261"
1,317,52,18,"7261"
1,159,53,18,"7261"
1,67,54,18,"7261"
1,678,55,18,"7261"
1,87,56,18,"7261"
1,195,57,18,"7261"
1,241,58,18,"7261"
1,31,59,18,"7261"
1,724,60,18,"7261"
1,374,61,18,"7261"
1,993,62,18,"7261"
1,256,63,18,"7261"
1,256,64,18,"7261"
1,279,65,18,"7261"
1,522,66,18,"7261"
1,0,67,18,"7261"
1,92,68,18,"7261"
1,755,69,18,"7261"
1,456,70,18,"7261"
1,0,71,18,"7261"
1,0,72,18,"7261"
1,225,73,18,"7261"
1,0,74,18,"7261"
1,325,75,18,"7261"
1,850,76,18,"7261"
1,415,77,18,"7261"
1,97,78,18,"7261"
1,0,79,18,"7261"
1,0,80,18,"7261"
1,164,81,18,"7261"
1,164,82,18,"7261"
1,0,83,18,"7261"
1,486,84,18,"7261"
1,724,85,18,"7261"
1,77,86,18,"7261"
1,0,87,18,"7261"
1,210,88,18,"7261"
1,663,89,18,"7261"
1,957,90,18,"7261"
1,561,91,18,"7261"
1,0,92,18,"7261"
1,435,93,18,"7261"
1,187,94,18,"7261"
1,0,95,18,"7261"
1,850,96,18,"7261"
1,264,97,18,"7261"
1,456,98,18,"7261"
1,0,99,18,"7261"
1,0,100,18,"7261"
1,15,101,18,"7261"
1,0,102,18,"7261"
1,159,103,18,"7261"
1,573,104,18,"7261"
1,456,105,18,"7261"
1,522,106,18,"7261"
1,138,107,18,"7261"
1,256,108,18,"7261"
1,264,109,18,"7261"
1,15,110,18,"7261"
1,435,111,18,"7261"
1,92,112,18,"7261"
1,0,113,18,"7261"
1,159,114,18,"7261"
1,0,115,18,"7261"
1,0,116,18,"7261"
1,0,117,18,"7261"
1,0,118,18,"7261"
1,0,119,18,"7261"
1,0,120,18,"7261"
1,0,121,18,"7261"
1,0,122,18,"7261"
1,0,123,18,"7261"
1,0,124,18,"7261"
1,0,125,18,"7261"
1,0,126,18,"7261"
1,0,127,18,"7261"
1,0,128,18,"7261"
1,179,129,18,"7261"
1,164,130,18,"7261"
1,179,131,18,"7261"
1,97,132,18,"7261"
1,509,133,18,"7261"
1,287,134,18,"7261"
1,0,135,18,"7261"
1,0,136,18,"7261"
1,0,137,18,"7261"
1,0,138,18,"7261"
1,264,139,18,"7261"
1,97,140,18,"7261"
1,0,141,18,"7261"
1,287,142,18,"7261"
1,0,143,18,"7261"
1,832,144,18,"7261"
1,72,145,18,"7261"
1,72,146,18,"7261"
1,0,147,18,"7261"
1,0,148,18,"7261"
1,0,149,18,"7261"
1,0,150,18,"7261"
1,20,151,18,"7261"
1,10,152,18,"7261"
1,0,153,18,"7261"
1,0,154,18,"7261"
1,0,155,18,"7261"
1,0,156,18,"7261"
1,0,157,18,"7261"
1,0,158,18,"7261"
1,0,159,18,"7261"
1,0,160,18,"7261"
2,0,1,18,"7261"
2,0,2,18,"7261"
2,0,3,18,"7261"
2,0,4,18,"7261"
2,0,5,18,"7261"
2,67,6,18,"7261"
2,77,7,18,"7261"
2,172,8,18,"7261"
2,72,9,18,"7261"
2,256,10,18,"7261"
2,72,11,18,"7261"
2,41,12,18,"7261"
2,241,13,18,"7261"
2,15,14,18,"7261"
2,20,15,18,"7261"
2,241,16,18,"7261"
2,353,17,18,"7261"
2,195,18,18,"7261"
2,36,19,18,"7261"
2,333,20,18,"7261"
2,225,21,18,"7261"
2,82,22,18,"7261"
2,302,23,18,"7261"
2,36,24,18,"7261"
2,143,25,18,"7261"
2,353,26,18,"7261"
2,0,27,18,"7261"
2,0,28,18,"7261"
2,56,29,18,"7261"
2,456,30,18,"7261"
2,0,31,18,"7261"
2,172,32,18,"7261"
2,0,33,18,"7261"
2,343,34,18,"7261"
2,445,35,18,"7261"
2,26,36,18,"7261"
2,179,37,18,"7261"
2,108,38,18,"7261"
2,0,39,18,"7261"
2,561,40,18,"7261"
2,128,41,18,"7261"
2,195,42,18,"7261"
2,0,43,18,"7261"
2,5,44,18,"7261"
2,287,45,18,"7261"
2,113,46,18,"7261"
2,325,47,18,"7261"
2,5,48,18,"7261"
2,0,49,18,"7261"
2,61,50,18,"7261"
2,333,51,18,"7261"
2,187,52,18,"7261"
2,108,53,18,"7261"
2,233,54,18,"7261"
2,61,55,18,"7261"
2,210,56,18,"7261"
2,0,57,18,"7261"
2,317,58,18,"7261"
2,394,59,18,"7261"
2,271,60,18,"7261"
2,310,61,18,"7261"
2,51,62,18,"7261"
2,0,63,18,"7261"
2,364,64,18,"7261"
2,118,65,18,"7261"
2,522,66,18,"7261"
2,113,67,18,"7261"
2,0,68,18,"7261"
2,333,69,18,"7261"
2,210,70,18,"7261"
2,187,71,18,"7261"
2,154,72,18,"7261"
2,353,73,18,"7261"
2,225,74,18,"7261"
2,287,75,18,"7261"
2,271,76,18,"7261"
2,202,77,18,"7261"
2,218,78,18,"7261"
2,210,79,18,"7261"
2,374,80,18,"7261"
2,102,81,18,"7261"
2,0,82,18,"7261"
2,210,83,18,"7261"
2,287,84,18,"7261"
2,264,85,18,"7261"
2,0,86,18,"7261"
2,77,87,18,"7261"
2,102,88,18,"7261"
2,92,89,18,"7261"
2,0,90,18,"7261"
2,325,91,18,"7261"
2,279,92,18,"7261"
2,15,93,18,"7261"
1,0,1,22,"4886"
1,0,2,22,"4886"
1,14,3,22,"4886"
1,5,4,22,"4886"
1,0,5,22,"4886"
1,14,6,22,"4886"
1,57,7,22,"4886"
1,0,8,22,"4886"
1,230,9,22,"4886"
1,216,10,22,"4886"
1,0,11,22,"4886"
1,0,12,22,"4886"
1,0,13,22,"4886"
1,0,14,22,"4886"
1,0,15,22,"4886"
1,0,16,22,"4886"
1,0,17,22,"4886"
1,133,18,22,"4886"
1,294,19,22,"4886"
1,109,20,22,"4886"
1,71,21,22,"4886"
1,159,22,22,"4886"
1,308,23,22,"4886"
1,327,24,22,"4886"
1,194,25,22,"4886"
1,0,26,22,"4886"
1,114,27,22,"4886"
1,327,28,22,"4886"
1,52,29,22,"4886"
1,85,30,22,"4886"
1,258,31,22,"4886"
1,85,32,22,"4886"
1,0,33,22,"4886"
1,0,34,22,"4886"
1,0,35,22,"4886"
1,0,36,22,"4886"
1,0,37,22,"4886"
1,173,38,22,"4886"
1,0,39,22,"4886"
1,0,40,22,"4886"
1,0,41,22,"4886"
1,0,42,22,"4886"
1,0,43,22,"4886"
1,0,44,22,"4886"
1,0,45,22,"4886"
1,66,46,22,"4886"
1,273,47,22,"4886"
1,180,48,22,"4886"
1,201,49,22,"4886"
1,0,50,22,"4886"
1,0,51,22,"4886"
1,0,52,22,"4886"
1,0,53,22,"4886"
1,0,54,22,"4886"
1,114,55,22,"4886"
1,280,56,22,"4886"
1,251,57,22,"4886"
1,0,58,22,"4886"
1,19,59,22,"4886"
1,230,60,22,"4886"
1,519,61,22,"4886"
1,441,62,22,"4886"
1,657,63,22,"4886"
1,804,64,22,"4886"
1,393,65,22,"4886"
1,280,66,22,"4886"
1,294,67,22,"4886"
1,19,68,22,"4886"
1,0,69,22,"4886"
1,0,70,22,"4886"
1,0,71,22,"4886"
1,0,72,22,"4886"
1,0,73,22,"4886"
1,0,74,22,"4886"
1,0,75,22,"4886"
1,0,76,22,"4886"
1,0,77,22,"4886"
1,0,78,22,"4886"
1,0,79,22,"4886"
1,0,80,22,"4886"
1,0,81,22,"4886"
1,0,82,22,"4886"
1,5,83,22,"4886"
1,0,84,22,"4886"
1,0,85,22,"4886"
1,0,86,22,"4886"
1,0,87,22,"4886"
1,0,88,22,"4886"
1,0,89,22,"4886"
1,9,90,22,"4886"
1,265,91,22,"4886"
1,166,92,22,"4886"
1,0,93,22,"4886"
1,0,94,22,"4886"
1,0,95,22,"4886"
1,166,96,22,"4886"
1,114,97,22,"4886"
1,100,98,22,"4886"
1,0,99,22,"4886"
1,0,100,22,"4886"
2,10,1,22,"4886"
2,0,2,22,"4886"
2,0,3,22,"4886"
2,158,4,22,"4886"
2,0,5,22,"4886"
2,0,6,22,"4886"
2,0,7,22,"4886"
2,113,8,22,"4886"
2,49,9,22,"4886"
2,5,10,22,"4886"
2,0,11,22,"4886"
2,0,12,22,"4886"
2,0,13,22,"4886"
2,0,14,22,"4886"
2,143,15,22,"4886"
2,59,16,22,"4886"
2,165,17,22,"4886"
2,138,18,22,"4886"
2,231,19,22,"4886"
2,165,20,22,"4886"
2,44,21,22,"4886"
2,409,22,22,"4886"
2,217,23,22,"4886"
2,320,24,22,"4886"
2,369,25,22,"4886"
2,0,26,22,"4886"
2,0,27,22,"4886"
2,98,28,22,"4886"
2,0,29,22,"4886"
2,0,30,22,"4886"
2,0,31,22,"4886"
2,0,32,22,"4886"
2,0,33,22,"4886"
2,0,34,22,"4886"
2,0,35,22,"4886"
2,0,36,22,"4886"
2,0,37,22,"4886"
2,148,38,22,"4886"
2,217,39,22,"4886"
2,15,40,22,"4886"
2,98,41,22,"4886"
2,478,42,22,"4886"
2,165,43,22,"4886"
2,74,44,22,"4886"
2,25,45,22,"4886"
2,0,46,22,"4886"
2,39,47,22,"4886"
2,0,48,22,"4886"
2,0,49,22,"4886"
2,0,50,22,"4886"
2,0,51,22,"4886"
2,0,52,22,"4886"
2,0,53,22,"4886"
2,0,54,22,"4886"
2,0,55,22,"4886"
2,0,56,22,"4886"
2,0,57,22,"4886"
2,0,58,22,"4886"
2,0,59,22,"4886"
2,0,60,22,"4886"
2,30,61,22,"4886"
2,0,62,22,"4886"
2,0,63,22,"4886"
2,0,64,22,"4886"
2,0,65,22,"4886"
2,0,66,22,"4886"
2,0,67,22,"4886"
2,0,68,22,"4886"
2,0,69,22,"4886"
2,0,70,22,"4886"
2,0,71,22,"4886"
2,0,72,22,"4886"
2,0,73,22,"4886"
2,0,74,22,"4886"
2,0,75,22,"4886"
2,0,76,22,"4886"
2,0,77,22,"4886"
2,0,78,22,"4886"
2,0,79,22,"4886"
2,0,80,22,"4886"
2,0,81,22,"4886"
2,0,82,22,"4886"
2,0,83,22,"4886"
2,0,84,22,"4886"
2,0,85,22,"4886"
2,0,86,22,"4886"
2,0,87,22,"4886"
2,0,88,22,"4886"
2,0,89,22,"4886"
2,0,90,22,"4886"
2,0,91,22,"4886"
2,0,92,22,"4886"
2,0,93,22,"4886"
2,0,94,22,"4886"
2,0,95,22,"4886"
2,0,96,22,"4886"
2,0,97,22,"4886"
2,0,98,22,"4886"
2,0,99,22,"4886"
2,0,100,22,"4886"
2,0,101,22,"4886"
1,5,1,8,"15530"
1,0,2,8,"15530"
1,0,3,8,"15530"
1,33,4,8,"15530"
1,223,5,8,"15530"
1,38,6,8,"15530"
1,187,7,8,"15530"
1,24,8,8,"15530"
1,159,9,8,"15530"
1,273,10,8,"15530"
1,230,11,8,"15530"
1,318,12,8,"15530"
1,216,13,8,"15530"
1,308,14,8,"15530"
1,128,15,8,"15530"
1,137,16,8,"15530"
1,5,17,8,"15530"
1,0,18,8,"15530"
1,0,19,8,"15530"
1,0,20,8,"15530"
1,19,21,8,"15530"
1,0,22,8,"15530"
1,0,23,8,"15530"
1,0,24,8,"15530"
1,0,25,8,"15530"
1,0,26,8,"15530"
1,187,27,8,"15530"
1,0,28,8,"15530"
1,0,29,8,"15530"
1,0,30,8,"15530"
1,109,31,8,"15530"
1,346,32,8,"15530"
1,567,33,8,"15530"
1,216,34,8,"15530"
1,52,35,8,"15530"
1,0,36,8,"15530"
1,28,37,8,"15530"
1,0,38,8,"15530"
1,0,39,8,"15530"
1,0,40,8,"15530"
1,728,41,8,"15530"
1,853,42,8,"15530"
1,787,43,8,"15530"
1,1363,44,8,"15530"
1,507,45,8,"15530"
1,216,46,8,"15530"
1,484,47,8,"15530"
1,1157,48,8,"15530"
1,0,49,8,"15530"
1,0,50,8,"15530"
1,0,51,8,"15530"
1,0,52,8,"15530"
1,0,53,8,"15530"
1,0,54,8,"15530"
1,38,55,8,"15530"
1,114,56,8,"15530"
1,133,57,8,"15530"
1,671,58,8,"15530"
1,166,59,8,"15530"
1,152,60,8,"15530"
1,384,61,8,"15530"
1,870,62,8,"15530"
1,33,63,8,"15530"
1,484,64,8,"15530"
1,472,65,8,"15530"
1,0,66,8,"15530"
1,258,67,8,"15530"
1,495,68,8,"15530"
1,602,69,8,"15530"
1,301,70,8,"15530"
1,166,71,8,"15530"
1,450,72,8,"15530"
1,0,73,8,"15530"
1,0,74,8,"15530"
1,0,75,8,"15530"
1,0,76,8,"15530"
1,0,77,8,"15530"
1,0,78,8,"15530"
1,0,79,8,"15530"
1,0,80,8,"15530"
1,0,81,8,"15530"
1,318,82,8,"15530"
1,0,83,8,"15530"
1,0,84,8,"15530"
1,356,85,8,"15530"
1,90,86,8,"15530"
1,0,87,8,"15530"
1,0,88,8,"15530"
1,0,89,8,"15530"
1,0,90,8,"15530"
1,0,91,8,"15530"
1,301,92,8,"15530"
1,308,93,8,"15530"
1,81,94,8,"15530"
1,0,95,8,"15530"
1,173,96,8,"15530"
1,0,97,8,"15530"
1,128,98,8,"15530"
1,301,99,8,"15530"
1,393,100,8,"15530"
1,375,101,8,"15530"
1,244,102,8,"15530"
1,223,103,8,"15530"
1,95,104,8,"15530"
1,0,105,8,"15530"
1,0,106,8,"15530"
1,0,107,8,"15530"
1,0,108,8,"15530"
1,327,109,8,"15530"
1,384,110,8,"15530"
1,85,111,8,"15530"
1,0,112,8,"15530"
1,0,113,8,"15530"
1,0,114,8,"15530"
1,0,115,8,"15530"
1,194,116,8,"15530"
1,24,117,8,"15530"
1,71,118,8,"15530"
1,9,119,8,"15530"
1,5,120,8,"15530"
1,85,121,8,"15530"
1,81,122,8,"15530"
1,147,123,8,"15530"
1,52,124,8,"15530"
1,19,125,8,"15530"
1,0,126,8,"15530"
1,137,127,8,"15530"
1,194,128,8,"15530"
1,0,129,8,"15530"
1,47,130,8,"15530"
1,0,131,8,"15530"
1,0,132,8,"15530"
1,109,133,8,"15530"
1,128,134,8,"15530"
1,137,135,8,"15530"
1,244,136,8,"15530"
1,85,137,8,"15530"
1,0,138,8,"15530"
1,9,139,8,"15530"
1,0,140,8,"15530"
1,0,141,8,"15530"
1,301,142,8,"15530"
1,422,143,8,"15530"
1,66,144,8,"15530"
1,0,145,8,"15530"
1,0,146,8,"15530"
1,346,147,8,"15530"
1,308,148,8,"15530"
1,33,149,8,"15530"
1,0,150,8,"15530"
1,0,151,8,"15530"
1,5,152,8,"15530"
1,0,153,8,"15530"
1,0,154,8,"15530"
1,0,155,8,"15530"
1,0,156,8,"15530"
2,81,1,8,"15530"
2,0,2,8,"15530"
2,0,3,8,"15530"
2,0,4,8,"15530"
2,147,5,8,"15530"
2,152,6,8,"15530"
2,0,7,8,"15530"
2,0,8,8,"15530"
2,43,9,8,"15530"
2,244,10,8,"15530"
2,187,11,8,"15530"
2,47,12,8,"15530"
2,318,13,8,"15530"
2,38,14,8,"15530"
2,0,15,8,"15530"
2,142,16,8,"15530"
2,460,17,8,"15530"
2,173,18,8,"15530"
2,14,19,8,"15530"
2,450,20,8,"15530"
2,133,21,8,"15530"
2,137,22,8,"15530"
2,346,23,8,"15530"
2,308,24,8,"15530"
2,472,25,8,"15530"
2,19,26,8,"15530"
2,356,27,8,"15530"
2,123,28,8,"15530"
2,71,29,8,"15530"
2,166,30,8,"15530"
2,0,31,8,"15530"
2,104,32,8,"15530"
2,308,33,8,"15530"
2,24,34,8,"15530"
2,327,35,8,"15530"
2,223,36,8,"15530"
2,166,37,8,"15530"
2,318,38,8,"15530"
2,114,39,8,"15530"
2,230,40,8,"15530"
2,251,41,8,"15530"
2,251,42,8,"15530"
2,431,43,8,"15530"
2,100,44,8,"15530"
2,0,45,8,"15530"
2,0,46,8,"15530"
2,128,47,8,"15530"
2,346,48,8,"15530"
2,327,49,8,"15530"
2,0,50,8,"15530"
2,19,51,8,"15530"
2,356,52,8,"15530"
2,237,53,8,"15530"
2,209,54,8,"15530"
2,294,55,8,"15530"
2,258,56,8,"15530"
2,0,57,8,"15530"
2,194,58,8,"15530"
2,109,59,8,"15530"
2,0,60,8,"15530"
2,0,61,8,"15530"
2,318,62,8,"15530"
2,33,63,8,"15530"
2,375,64,8,"15530"
2,327,65,8,"15530"
2,346,66,8,"15530"
2,365,67,8,"15530"
2,33,68,8,"15530"
2,265,69,8,"15530"
2,0,70,8,"15530"
2,209,71,8,"15530"
2,441,72,8,"15530"
2,52,73,8,"15530"
2,403,74,8,"15530"
2,412,75,8,"15530"
2,375,76,8,"15530"
2,81,77,8,"15530"
2,346,78,8,"15530"
2,472,79,8,"15530"
2,0,80,8,"15530"
2,0,81,8,"15530"
2,0,82,8,"15530"
2,43,83,8,"15530"
2,280,84,8,"15530"
2,460,85,8,"15530"
2,403,86,8,"15530"
2,265,87,8,"15530"
2,137,88,8,"15530"
2,412,89,8,"15530"
2,100,90,8,"15530"
2,441,91,8,"15530"
2,472,92,8,"15530"
2,223,93,8,"15530"
1,0,1,6,"18153"
1,0,2,6,"18153"
1,0,3,6,"18153"
1,0,4,6,"18153"
1,0,5,6,"18153"
1,30,6,6,"18153"
1,10,7,6,"18153"
1,261,8,6,"18153"
1,39,9,6,"18153"
1,123,10,6,"18153"
1,10,11,6,"18153"
1,0,12,6,"18153"
1,0,13,6,"18153"
1,0,14,6,"18153"
1,15,15,6,"18153"
1,15,16,6,"18153"
1,224,17,6,"18153"
1,172,18,6,"18153"
1,25,19,6,"18153"
1,64,20,6,"18153"
1,0,21,6,"18153"
1,0,22,6,"18153"
1,0,23,6,"18153"
1,0,24,6,"18153"
1,0,25,6,"18153"
1,0,26,6,"18153"
1,0,27,6,"18153"
1,0,28,6,"18153"
1,0,29,6,"18153"
1,0,30,6,"18153"
1,15,31,6,"18153"
1,15,32,6,"18153"
1,0,33,6,"18153"
1,15,34,6,"18153"
1,165,35,6,"18153"
1,103,36,6,"18153"
1,15,37,6,"18153"
1,0,38,6,"18153"
1,143,39,6,"18153"
1,133,40,6,"18153"
1,108,41,6,"18153"
1,74,42,6,"18153"
1,39,43,6,"18153"
1,59,44,6,"18153"
1,118,45,6,"18153"
1,133,46,6,"18153"
1,0,47,6,"18153"
1,25,48,6,"18153"
1,172,49,6,"18153"
1,0,50,6,"18153"
1,79,51,6,"18153"
1,79,52,6,"18153"
1,69,53,6,"18153"
1,30,54,6,"18153"
1,79,55,6,"18153"
1,59,56,6,"18153"
1,84,57,6,"18153"
1,123,58,6,"18153"
1,172,59,6,"18153"
1,138,60,6,"18153"
1,209,61,6,"18153"
1,10,62,6,"18153"
1,143,63,6,"18153"
1,268,64,6,"18153"
1,194,65,6,"18153"
1,128,66,6,"18153"
1,64,67,6,"18153"
1,340,68,6,"18153"
1,231,69,6,"18153"
1,194,70,6,"18153"
1,0,71,6,"18153"
1,0,72,6,"18153"
1,0,73,6,"18153"
1,0,74,6,"18153"
1,0,75,6,"18153"
1,187,76,6,"18153"
1,165,77,6,"18153"
1,209,78,6,"18153"
1,5,79,6,"18153"
1,0,80,6,"18153"
1,74,81,6,"18153"
1,118,82,6,"18153"
1,108,83,6,"18153"
1,239,84,6,"18153"
1,123,85,6,"18153"
1,64,86,6,"18153"
1,44,87,6,"18153"
1,320,88,6,"18153"
1,158,89,6,"18153"
1,0,90,6,"18153"
1,0,91,6,"18153"
1,0,92,6,"18153"
1,0,93,6,"18153"
1,89,94,6,"18153"
1,290,95,6,"18153"
1,305,96,6,"18153"
2,76,1,6,"18153"
2,0,2,6,"18153"
2,5,3,6,"18153"
2,19,4,6,"18153"
2,119,5,6,"18153"
2,128,6,6,"18153"
2,71,7,6,"18153"
2,308,8,6,"18153"
2,318,9,6,"18153"
2,422,10,6,"18153"
2,19,11,6,"18153"
2,0,12,6,"18153"
2,0,13,6,"18153"
2,137,14,6,"18153"
2,337,15,6,"18153"
2,356,16,6,"18153"
2,159,17,6,"18153"
2,109,18,6,"18153"
2,531,19,6,"18153"
2,318,20,6,"18153"
2,294,21,6,"18153"
2,187,22,6,"18153"
2,393,23,6,"18153"
2,450,24,6,"18153"
2,327,25,6,"18153"
2,223,26,6,"18153"
2,14,27,6,"18153"
2,318,28,6,"18153"
2,280,29,6,"18153"
2,431,30,6,"18153"
2,201,31,6,"18153"
2,251,32,6,"18153"
2,327,33,6,"18153"
2,294,34,6,"18153"
2,365,35,6,"18153"
2,393,36,6,"18153"
2,356,37,6,"18153"
2,230,38,6,"18153"
2,308,39,6,"18153"
2,308,40,6,"18153"
2,337,41,6,"18153"
