class,order,family,genus,species,common_name,adult_body_mass_g,maximum_longevity_y,gestation_d
Mammalia,Chiroptera,Pteropodidae,Cynopterus,sphinx,Greater Short-nosed Fruit Bat,37.4,10.1,120
Mammalia,Chiroptera,Pteropodidae,Cynopterus,titthaecheilus,Indonesian Short-nosed Fruit Bat,41.055,10.1,120
Mammalia,Chiroptera,Pteropodidae,Dobsonia,anderseni,Andersen's Naked-backed Fruit Bat,312.4,12.30833333,156.43
Mammalia,Chiroptera,Pteropodidae,Dobsonia,magna,New Guinea Naked-backed Fruit Bat,417.15,12.30833333,156.43
Mammalia,Chiroptera,Pteropodidae,Dobsonia,moluccensis,Moluccan Naked-backed Fruit Bat,404.3,12.30833333,156.43
Mammalia,Chiroptera,Pteropodidae,Dobsonia,pannietensis,Panniet Naked-backed Fruit Bat,358.35,12.30833333,156.43
Mammalia,Chiroptera,Pteropodidae,Eidolon,dupreanum,Malagasy Straw-colored Fruit Bat,297.58,21.8325,164.36
Mammalia,Chiroptera,Pteropodidae,Eidolon,helvum,African Straw-colored Fruit Bat,280.43,21.8325,219.68
Mammalia,Chiroptera,Pteropodidae,Eonycteris,spelaea,Lesser Dawn Bat,55.15,5,152.18
Mammalia,Chiroptera,Pteropodidae,Epomophorus,crypturus,Peters's Epauletted Fruit Bat,87.52,28,150
Mammalia,Chiroptera,Pteropodidae,Epomophorus,gambianus,Gambian Epauletted Fruit Bat,80,28,150
Mammalia,Chiroptera,Pteropodidae,Epomophorus,wahlbergi,Wahlberg's Epauletted Fruit Bat,86.795,10.1,156.43
Mammalia,Chiroptera,Pteropodidae,Epomops,buettikoferi,Buettikofer's Epauletted Fruit Bat,135.67,2.166666667,139.92
Mammalia,Chiroptera,Pteropodidae,Epomops,franqueti,Franquet's Epauletted Fruit<b> </b>Bat,118.99,3.158333333,161.77
Mammalia,Chiroptera,Pteropodidae,Haplonycteris,fischeri,Philippine Pygmy Fruit Bat,18.125,10,132.365
Mammalia,Chiroptera,Pteropodidae,Hypsignathus,monstrosus,Hammer-headed Fruit Bat,336.97,12.225,125.14
Mammalia,Chiroptera,Pteropodidae,Lissonycteris,angolensis,Angolan Soft-furred Fruit Bat,68.31,8.65,121.66
Mammalia,Chiroptera,Pteropodidae,Macroglossus,minimus,Dagger-toothed Long-nosed Fruit Bat,16.1,7.316666667,125.14
Mammalia,Chiroptera,Pteropodidae,Micropteropus,pusillus,Peters's Lesser Epauletted Fruit Bat,25.38,4.575,161.77
Mammalia,Chiroptera,Pteropodidae,Myonycteris,torquata,Little Collared Fruit Bat,37,30,152.2
Mammalia,Chiroptera,Pteropodidae,Ptenochirus,jagori,Greater Musky Fruit Bat,79.18,8,125.14
Mammalia,Chiroptera,Pteropodidae,Pteropus,aldabrensis,Aldabra Flying Fox,401.245,9.9,156.43
Mammalia,Chiroptera,Pteropodidae,Pteropus,giganteus,Indian Flying Fox,824.85,40.84166667,155.795
Mammalia,Chiroptera,Pteropodidae,Pteropus,hypomelanus,Variable Flying Fox,442.805,20.3,156.43
Mammalia,Chiroptera,Pteropodidae,Pteropus,livingstonii,Comoro Flying Fox,715.385,15,152.08
Mammalia,Chiroptera,Pteropodidae,Pteropus,ornatus,Ornate Flying Fox,336.25,10.31666667,187.72
Mammalia,Chiroptera,Pteropodidae,Pteropus,poliocephalus,Gray-headed Flying Fox,675,23.6,187.72
Mammalia,Chiroptera,Pteropodidae,Pteropus,rodricensis,Rodrigues Flying Fox,303.085,30,198
Mammalia,Chiroptera,Pteropodidae,Pteropus,seychellensis,Seychelles Flying Fox,492.2,9.9,156.43
Mammalia,Chiroptera,Pteropodidae,Pteropus,tonganus,Pacific Flying Fox,510.045,7.066666667,167.29
Mammalia,Chiroptera,Pteropodidae,Pteropus,voeltzkowi,Pemba Flying Fox,542.4,10.23333333,152.08
Mammalia,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,Egyptian Rousette,134,22.9,116
Mammalia,Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,Geoffroy's Rousette,82.935,7.983333333,101.38
Mammalia,Chiroptera,Pteropodidae,Rousettus,leschenaultii,Leschenault's Rousette,96.565,14,118.33
Mammalia,Chiroptera,Pteropodidae,Syconycteris,australis,Southern Blossom Bat,17.55,6,109.584
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,blasii,Blasius's Horseshoe Bat,11.145,7,70.12
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,capensis,Cape Horseshoe Bat,16.5,7,107.97
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,euryale,Mediterranean Horseshoe Bat,8.725,13,90
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,Greater Horseshoe Bat,22.875,30.5,85.62
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,Lesser Horseshoe Bat,4.585,21.2,71.255
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,megaphyllus,Smaller Horseshoe Bat,8.65,7.5,125.14
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,rouxii,Rufous Horseshoe Bat,12.25,5,123.54
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,sinicus,Chinese Rufous Horseshoe Bat,10.255,5,123.54
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,swinnyi,Swinny's Horseshoe Bat,6.3,20,91.24
Mammalia,Chiroptera,Vespertilionidae,Antrozous,pallidus,Pallid Bat,22,14.8,60.505
Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,gouldii,Gould's Wattled Bat,15.87,7.566666667,91.93
Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,neocaledonicus,New Caledonia Wattled Bat,15.87,7.566666667,91.93
Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,mexicanus,Mexican Big-eared Bat,11.7,20.5,66.635
Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,rafinesquii,Rafinesque's Big-eared Bat,9.15,10.1,55.27
Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,townsendii,Townsend's Big-eared Bat,10.3,21.16666667,67.49
Mammalia,Chiroptera,Vespertilionidae,Eptesicus,fuscus,Big Brown Bat,17.195,20,43.57
Mammalia,Chiroptera,Vespertilionidae,Eptesicus,platyops,Lagos Serotine,18.2,21,66.72
Mammalia,Chiroptera,Vespertilionidae,Eptesicus,serotinus,Common Serotine,18.2,21,66.72
Mammalia,Chiroptera,Vespertilionidae,Lasionycteris,noctivagans,Silver-haired Bat,10.51,12,54.275
Mammalia,Chiroptera,Vespertilionidae,Lasiurus,blossevillii,Red Bat (known as the Western Red Bat in North America,12.33,2.575,80
Mammalia,Chiroptera,Vespertilionidae,Lasiurus,borealis,Eastern Red Bat,13,2.575,80
Mammalia,Chiroptera,Vespertilionidae,Lasiurus,cinereus,Hoary Bat,26.03,14,56
Mammalia,Chiroptera,Vespertilionidae,Lasiurus,degelidus,Jamaican Red Bat,12.33,2.575,80
Mammalia,Chiroptera,Vespertilionidae,Lasiurus,minor,Minor Red Bat,12.33,2.575,80
Mammalia,Chiroptera,Vespertilionidae,Lasiurus,pfeifferi,Pfeiffer's Red Bat,12.33,2.575,80
Mammalia,Chiroptera,Vespertilionidae,Lasiurus,salinae,Saline Red Bat,12.33,2.575,80
Mammalia,Chiroptera,Vespertilionidae,Lasiurus,seminolus,Seminole Bat,13,2.575,80
Mammalia,Chiroptera,Vespertilionidae,Lasiurus,varius,Cinnamon Red Bat,11.815,2.575,80
Mammalia,Chiroptera,Vespertilionidae,Miniopterus,australis,Little Long-fingered Bat,7.4,5.5,180
Mammalia,Chiroptera,Vespertilionidae,Miniopterus,fuscus,Southeast Asian Long-fingered Bat,10.905,22,100
Mammalia,Chiroptera,Vespertilionidae,Miniopterus,macrocneme,Small Melanesian Long-fingered Bat,7.565,5.5,180
Mammalia,Chiroptera,Vespertilionidae,Miniopterus,magnater,Western Long-fingered Bat,13,22,100
Mammalia,Chiroptera,Vespertilionidae,Miniopterus,majori,Major's Long-fingered Bat,11.46,22,113.44
Mammalia,Chiroptera,Vespertilionidae,Miniopterus,medius,Intermediate Long-fingered Bat,10.91,22,100
Mammalia,Chiroptera,Vespertilionidae,Miniopterus,natalensis,Natal Long-fingered Bat,11.185,22,113.44
Mammalia,Chiroptera,Vespertilionidae,Miniopterus,paululus,Philippine Long-fingered Bat,7.53,5.5,180
Mammalia,Chiroptera,Vespertilionidae,Miniopterus,pusillus,Small Long-fingered Bat,7.6,5.5,180
Mammalia,Chiroptera,Vespertilionidae,Miniopterus,schreibersii,Schreibers's Long-fingered Bat,11.185,22,113.44
Mammalia,Chiroptera,Vespertilionidae,Miniopterus,shortridgei,Shortridge's Long-fingered Bat,7.4,5.5,180
Mammalia,Chiroptera,Vespertilionidae,Myotis,abei,Sakhalin Myotis,7.305,28,54
Mammalia,Chiroptera,Vespertilionidae,Myotis,blythii,Lesser Mouse-eared Myotis,24.705,33,69
Mammalia,Chiroptera,Vespertilionidae,Myotis,capaccinii,Long-fingered Myotis,23.82,33,65
Mammalia,Chiroptera,Vespertilionidae,Myotis,chinensis,Large Myotis,28.55,22,69
Mammalia,Chiroptera,Vespertilionidae,Myotis,daubentonii,Daubenton's Myotis,8.5,28,54.57
Mammalia,Chiroptera,Vespertilionidae,Myotis,dominicensis,Dominican Myotis,4.2,7,75.66
Mammalia,Chiroptera,Vespertilionidae,Myotis,evotis,Long-eared Myotis,7.4,22,50
Mammalia,Chiroptera,Vespertilionidae,Myotis,fimbriatus,Fringed Long-footed Myotis,23.41,33,65
Mammalia,Chiroptera,Vespertilionidae,Myotis,fortidens,Cinnamon Myotis,6.5,34,57.395
Mammalia,Chiroptera,Vespertilionidae,Myotis,keenii,Keen's Myotis,6.255,19,50
Mammalia,Chiroptera,Vespertilionidae,Myotis,laniger,Chinese Water Myotis,8.5,28,54
Mammalia,Chiroptera,Vespertilionidae,Myotis,longipes,Kashmir Cave Myotis,23.41,33,65
Mammalia,Chiroptera,Vespertilionidae,Myotis,lucifugus,Little Brown Myotis,7.15,34,57.395
Mammalia,Chiroptera,Vespertilionidae,Myotis,macrodactylus,Big-footed Myotis,23.41,33,65
Mammalia,Chiroptera,Vespertilionidae,Myotis,myotis,Mouse-eared Myotis,27.07,22,69
Mammalia,Chiroptera,Vespertilionidae,Myotis,nigricans,Black Myotis,4.1,7,75.66
Mammalia,Chiroptera,Vespertilionidae,Myotis,occultus,Arizona Myotis,7.8,34,57.395
Mammalia,Chiroptera,Vespertilionidae,Myotis,oxygnathus,Monticelli's Myotis,23.82,33,69
Mammalia,Chiroptera,Vespertilionidae,Myotis,punicus,Maghrebian Myotis,24.705,33,69
Mammalia,Chiroptera,Vespertilionidae,Myotis,septentrionalis,Northern Myotis,6,19,50
Mammalia,Chiroptera,Vespertilionidae,Myotis,thysanodes,Fringed Myotis,6.5,18.3,55
Mammalia,Chiroptera,Vespertilionidae,Myotis,velifer,Cave Myotis,10.995,11.33,64.385
Mammalia,Chiroptera,Vespertilionidae,Nyctalus,furvus,Japanese Noctule,19.375,22.7,66.12
Mammalia,Chiroptera,Vespertilionidae,Nyctalus,noctula,Noctule,19.375,22.7,66.12
Mammalia,Chiroptera,Vespertilionidae,Nyctalus,plancyi,Chinese Noctule,19.375,22.7,66.12
Mammalia,Chiroptera,Vespertilionidae,Nyctophilus,bifax,Bifax Long-eared Bat,10.605,1,22.94
Mammalia,Chiroptera,Vespertilionidae,Nyctophilus,gouldi,Gould's Long-eared Bat,11.32,1,22.94
Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,abramus,Japanese Pipistrelle,5.395,2.908333333,71.48
Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,javanicus,Javan Pipistrelle,4.92,2.908333333,71.48
Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,paterculus,Mount Popa Pipistrelle,4.92,2.908333333,71.48
Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,Common Pipistrelle,5,16.7,42
Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pygmaeus,Soprano Pipistrelle,5,16.7,42
Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,subflavus,Eastern Pipistrelle,6.62,15,44.855
Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,Brown Long-eared Bat,9.195,30,65.06
Mammalia,Chiroptera,Vespertilionidae,Plecotus,austriacus,Gray Long-eared Bat,8.19,30,65.06
Mammalia,Chiroptera,Vespertilionidae,Plecotus,kolombatovici,Kolombatovic's Long-eared Bat,8.19,30,65.06
Mammalia,Chiroptera,Vespertilionidae,Plecotus,teneriffae,Canary Long-eared Bat,9.195,30,65.06
Mammalia,Chiroptera,Vespertilionidae,Scotorepens,balstoni,Western Broad-nosed Bat,11.7,9.7,211.455
Mammalia,Chiroptera,Vespertilionidae,Scotorepens,orion,Orion Broad-nosed Bat,11.765,9.7,210
Mammalia,Chiroptera,Vespertilionidae,Scotorepens,sanborni,Northern Broad-nosed Bat,9.915,9.7,210
Mammalia,Chiroptera,Vespertilionidae,Vespertilio,murinus,Particolored Bat,15.71,12,52.14
Mammalia,Chiroptera,Vespertilionidae,Vespertilio,sinensis,Asian Particolored Bat,24.3,2.408333333,52.14
Mammalia,Cingulata,Dasypodidae,Chaetophractus,villosus,Big Hairy Armadillo,4372.8,25.2,67
Mammalia,Cingulata,Dasypodidae,Dasypus,novemcinctus,Nine-banded Armadillo,3949.01,22.33333333,133
Mammalia,Cingulata,Dasypodidae,Dasypus,septemcinctus,Seven-banded Armadillo,1500.82,16.71666667,126.04612
Mammalia,Cingulata,Dasypodidae,Euphractus,sexcinctus,Six-banded Armadillo,4850,22.1,64.66
Mammalia,Cingulata,Dasypodidae,Priodontes,maximus,Giant Armadillo,45190,15,122
Mammalia,Cingulata,Dasypodidae,Tolypeutes,matacus,Southern Three-banded Armadillo,1225,36.8,125.14
Mammalia,Cingulata,Dasypodidae,Zaedyus,pichiy,Pichi,1500,12.5,60.872
Mammalia,Dasyuromorphia,Dasyuridae,Antechinomys,laniger,Kultarr,25.8,3.5,12
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,agilis,Agile Antechinus,26.25,5.408333333,27.575
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,bellus,Fawn Antechinus,36.365,3.408333333,30
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,flavipes,Yellow-footed Antechinus,44.665,3.9,30
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,godmani,Atherton Antechinus,75.74,2,30
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,leo,Cinnamon Antechinus,70.09,2,30.99
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,minimus,Swamp Antechinus,52.56,2,29.27
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,stuartii,Brown Antechinus,27.85,5.408333333,28.15
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,Dusky Antechinus,58.69,3.325,28.845
Mammalia,Dasyuromorphia,Dasyuridae,Dasycercus,cristicauda,Mulgara,90,7.4,38.495
Mammalia,Dasyuromorphia,Dasyuridae,Dasykaluta,rosamondae,Little Red Kaluta,32.17,3,49.69
Mammalia,Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,Kowari,105,8,32.745
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,albopunctatus,New Guinean Quoll,603.48,4.575,19.29
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,Western Quoll,1300,6.241666667,16.83
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,Tiger Quoll,1782,6.8,21
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,spartacus,Bronze Quoll,885.67,3,19.12
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,Eastern Quoll,982,6.816666667,20.5
Mammalia,Dasyuromorphia,Dasyuridae,Murexechinus,melanurus,Black-tailed Dasyure,38.02,0.166666667,22
Mammalia,Dasyuromorphia,Dasyuridae,Ningaui,ridei,Wongai Ningaui,9.21,2.241666667,14
Mammalia,Dasyuromorphia,Dasyuridae,Ningaui,timealeyi,Pilbara Ningaui,7.885,2,14
Mammalia,Dasyuromorphia,Dasyuridae,Parantechinus,apicalis,Southern Dibbler,70.655,5.5,48.25
Mammalia,Dasyuromorphia,Dasyuridae,Phascogale,calura,Red-tailed Phascogale,43.015,4.7,29.245
Mammalia,Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,Brush-tailed Phascogale,157,5.908333333,28.575
Mammalia,Dasyuromorphia,Dasyuridae,Planigale,gilesi,Paucident Planigale,9.1,5,15.62
Mammalia,Dasyuromorphia,Dasyuridae,Planigale,maculata,Pygmy Planigale,11.3,5.8,20
Mammalia,Dasyuromorphia,Dasyuridae,Planigale,tenuirostris,Narrow-nosed Planigale,6.85,5.2,19
Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,bilarni,Sandstone Dibbler,23.05,3,38.98
Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,Fat-tailed False Antechinus,39.99,7.9,44.36
Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,mimulus,Alexandria False Antechinus,39.99,7.9,44.36
Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,ningbing,Ningbing False Antechinus,20.74,2,46.71
Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,Tasmanian Devil,6500,13.05833333,26
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,Fat-tailed Dunnart,15.98,5.075,15
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,fuliginosus,Sooty Dunnart,16.35,2,12.5
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,leucopus,White-footed Dunnart,23.36,2.5,16.16
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,longicaudata,Long-tailed Dunnart,18,5,15
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,Stripe-faced Dunnart,21.3,4.908333333,12
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,murina,Slender-tailed Dunnart,16.35,2,12.5
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,ooldea,Ooldea Dunnart,11.595,3,20.87
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,psammophila,Sandhill Dunnart,33.5,5,18
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,Red-cheeked Dunnart,34,5.325,15.655
Mammalia,Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,Numbat,471.5,11.05833333,14
Mammalia,Dermoptera,Cynocephalidae,Cynocephalus,volans,Philippine Flying Lemur,1250,17.5,105
Mammalia,Dermoptera,Cynocephalidae,Galeopterus,variegates,Sunda Flying Lemur,1056.1,17.5,60
Mammalia,Didelphimorphia,Didelphidae,Caluromys,derbianus,Derby's Woolly Opossum,330,8.7,21
Mammalia,Didelphimorphia,Didelphidae,Caluromys,philander,Bare-tailed Woolly Opossum,298.235,8.9,23.995
Mammalia,Didelphimorphia,Didelphidae,Caluromysiops,irrupta,Black-shouldered Opossum,257.48,7.833333333,13
Mammalia,Didelphimorphia,Didelphidae,Didelphis,albiventris,White-eared Opossum,1030.47,1.7,12
Mammalia,Didelphimorphia,Didelphidae,Didelphis,aurita,Big-eared Opossum,1149.875,7,14
Mammalia,Didelphimorphia,Didelphidae,Didelphis,imperfecta,Guianan White-eared Opossum,1030.47,1.7,12
Mammalia,Didelphimorphia,Didelphidae,Didelphis,marsupialis,Common Opossum,1149.875,7,14
Mammalia,Didelphimorphia,Didelphidae,Didelphis,pernigra,Andean White-eared Opossum,1030.47,1.7,12
Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,1414.5,7,12.345
Mammalia,Didelphimorphia,Didelphidae,Gracilinanus,agilis,Agile Gracile Opossum,21.5,6.1,20
Mammalia,Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,Lutrine Opossum,450,3,14
Mammalia,Didelphimorphia,Didelphidae,Marmosa,mexicana,Mexican Mouse Opossum,60,15.05833333,22
Mammalia,Didelphimorphia,Didelphidae,Marmosa,murina,Linnaeus's Mouse Opossum,518,15.05833333,30
Mammalia,Didelphimorphia,Didelphidae,Marmosa,quichua,Quechuan Mouse Opossum,518,15.05833333,30
Mammalia,Didelphimorphia,Didelphidae,Marmosa,robinsoni,Robinson's Mouse Opossum,98.5,5,13.915
Mammalia,Didelphimorphia,Didelphidae,Marmosa,xerophila,Guajira Mouse Opossum,30,1.166666667,14
Mammalia,Didelphimorphia,Didelphidae,Micoureus,paraguayanus,Tate's Woolly Mouse Opossum,363.3,3,14
Mammalia,Didelphimorphia,Didelphidae,Monodelphis,domestica,Gray Short-tailed Opossum,100,6,14.775
Mammalia,Didelphimorphia,Didelphidae,Monodelphis,maraxina,Marajo Short-tailed Opossum,99,6,14.775
Mammalia,Didelphimorphia,Didelphidae,Philander,frenatus,Southeastern Four-eyed Opossum,510,4.408333333,13.5
Mammalia,Didelphimorphia,Didelphidae,Tlacuatzin,canescens,Gray Mouse Opossum,47.73,3,14
Mammalia,Diprotodontia,Burramyidae,Burramys,parvus,Mountain Pygmy Possum,44.3,12,14.87
Mammalia,Diprotodontia,Burramyidae,Cercartetus,concinnus,Southwestern Pygmy Possum,40,10.31666667,52.14
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,bennettianus,Bennett's Tree-kangaroo,9581,20,32
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,dorianus,Doria's Tree-kangaroo,9581,19.71666667,32
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,goodfellowi,Goodfellow's Tree-kangaroo,7400,26.9,37.94
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,inustus,Grizzled Tree-kangaroo,8293.4,26.9,32.975
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,matschiei,Huon Tree-kangaroo,7080,26.9,32.975
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,pulcherrimus,Golden-mantled Tree-kangaroo,7400,26.9,37.94
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,scottae,Tenkile,9979.29,20,32
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,spadix,Lowlands Tree-kangaroo,7400,26.9,37.94
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,stellarum,Seri's Tree-kangaroo,7674.39,26.9,35.945
Mammalia,Diprotodontia,Macropodidae,Dorcopsulus,macleayi,Macleay's Dorcopsis,2988,7.9,21
Mammalia,Diprotodontia,Macropodidae,Lagorchestes,conspicillatus,Spectacled Hare-wallaby,2740.505,8.816666667,30.545
Mammalia,Diprotodontia,Macropodidae,Macropus,agilis,Agile Wallaby,13907.875,16.9,29.755
Mammalia,Diprotodontia,Macropodidae,Macropus,antilopinus,Antilopine Kangaroo,29647.9,24,34
Mammalia,Diprotodontia,Macropodidae,Macropus,bernardus,Woodward's Wallaroo,17500,11.8,33.5
Mammalia,Diprotodontia,Macropodidae,Macropus,dorsalis,Black-striped Wallaby,11249.96,15,34.98
Mammalia,Diprotodontia,Macropodidae,Macropus,eugenii,Tammar Wallaby,5037.24,15.1,28.945
Mammalia,Diprotodontia,Macropodidae,Macropus,fuliginosus,Western Grey Kangaroo,26907.35,23.20833333,30.4
Mammalia,Diprotodontia,Macropodidae,Macropus,giganteus,Eastern Grey Kangaroo,41454.945,25,36.28
Mammalia,Diprotodontia,Macropodidae,Macropus,parma,Parma Wallaby,4203.31,15.9,34.33
Mammalia,Diprotodontia,Macropodidae,Macropus,parryi,Pretty-faced Wallaby,12629.83,14,37.14
Mammalia,Diprotodontia,Macropodidae,Macropus,robustus,Wallaroo,29647.9,24,33.295
Mammalia,Diprotodontia,Macropodidae,Macropus,rufogriseus,Red-necked Wallaby,16525,19,29.5
Mammalia,Diprotodontia,Macropodidae,Macropus,rufus,Red Kangaroo,35729.195,30,33
Mammalia,Diprotodontia,Macropodidae,Onychogalea,fraenata,Bridled Nail-tail Wallaby,5226.025,7.4,23
Mammalia,Diprotodontia,Macropodidae,Petrogale,assimilis,Allied Rock-wallaby,4618.88,13,30.99
Mammalia,Diprotodontia,Macropodidae,Petrogale,brachyotis,Short-eared Rock-wallaby,4000,10.1,30
Mammalia,Diprotodontia,Macropodidae,Petrogale,concinna,Nabarlek,1324.1,17,30.73
Mammalia,Diprotodontia,Macropodidae,Petrogale,herberti,Herbert's Rock-wallaby,6465.8,14.4,30.495
Mammalia,Diprotodontia,Macropodidae,Petrogale,inornata,Unadorned Rock-wallaby,4555.52,6.983333333,30.99
Mammalia,Diprotodontia,Macropodidae,Petrogale,lateralis,Black-flanked Rock-wallaby,5283.94,14.4,30
Mammalia,Diprotodontia,Macropodidae,Petrogale,penicillata,Brush-tailed Rock-wallaby,6465.8,14.4,30.495
Mammalia,Diprotodontia,Macropodidae,Petrogale,persephone,Proserpine Rock-wallaby,5585.63,10,32
Mammalia,Diprotodontia,Macropodidae,Petrogale,purpureicollis,Purple-necked Rock-wallaby,5283.94,14.4,30
Mammalia,Diprotodontia,Macropodidae,Petrogale,xanthopus,Yellow-footed Rock-wallaby,7249.995,14.4,32.08
Mammalia,Diprotodontia,Macropodidae,Setonix,brachyurus,Quokka,2821.15,13.80833333,26.945
Mammalia,Diprotodontia,Macropodidae,Thylogale,billardierii,Tasmanian Pademelon,5432.93,10,29.865
Mammalia,Diprotodontia,Macropodidae,Thylogale,brunii,Dusky Pademelon,4796,15.1,29.89
Mammalia,Diprotodontia,Macropodidae,Thylogale,stigmatica,Red-legged Pademelon,4305.735,9.7,29
Mammalia,Diprotodontia,Macropodidae,Wallabia,bicolor,Swamp Wallaby,14812.475,16.8,35.94
Mammalia,Diprotodontia,Petauridae,Gymnobelideus,leadbeateri,Leadebeater's Possum,133.66,14.1,17.215
Mammalia,Diprotodontia,Petauridae,Petaurus,biacensis,Biak Glider,127,17.8,16.34
Mammalia,Diprotodontia,Petauridae,Petaurus,breviceps,Sugar Glider,127.55,17.8,16.34
Mammalia,Diprotodontia,Petauridae,Petaurus,gracilis,Ebony Glider,310,14.80833333,20
Mammalia,Diprotodontia,Petauridae,Petaurus,norfolcensis,Squirrel Glider,272.5,14.80833333,20
Mammalia,Diprotodontia,Phalangeridae,Phalanger,gymnotis,Ground Cuscus,2400,18.9,13
Mammalia,Diprotodontia,Phalangeridae,Phalanger,intercastellanus,Eastern Common Cuscus,2100,4.1,13
Mammalia,Diprotodontia,Phalangeridae,Phalanger,lullulae,Woodlark Cuscus,1918.75,4.1,13
Mammalia,Diprotodontia,Phalangeridae,Phalanger,matabiru,Blue-eyed Cuscus,2293.75,4.1,13
Mammalia,Diprotodontia,Phalangeridae,Phalanger,mimicus,Southern Common Cuscus,2293.75,4.1,13
Mammalia,Diprotodontia,Phalangeridae,Phalanger,orientalis,Northern Common Cuscus,2293.75,4.1,13
Mammalia,Diprotodontia,Phalangeridae,Phalanger,ornatus,Ornate Cuscus,2293.75,4.1,13
Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,kraemeri,Admiralty Island Cuscus,4155.23,17,12.995
Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,maculatus,Common Spotted Cuscus,4155.23,17,12.995
Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,papuensis,Waigeou Cuscus,4155.23,17,12.995
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,arnhemensis,Northern Brushtail,1993.5,15.9,17.25
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,caninus,Short-eared Possum,3115.06,17,16.2
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,johnstonii,Coppery Brushtail,2005,15.9,17.25
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Common Brushtail,2005,15.9,17.25
