class,order,family,genus,species,common_name,adult_body_mass_g,maximum_longevity_y,gestation_d
Mammalia,Primates,Cercopithecidae,Macaca,ochreata,Booted Macaque,7290.3,37.6,172
Mammalia,Primates,Cercopithecidae,Macaca,pagensis,Pagai Island Macaque,7151.5,37.6,172
Mammalia,Primates,Cercopithecidae,Macaca,radiata,Bonnet Macaque,5132.245,30.025,161.56
Mammalia,Primates,Cercopithecidae,Macaca,siberu,Siberut Macaque,7151.5,37.6,172
Mammalia,Primates,Cercopithecidae,Macaca,silenus,Lion-tailed Macaque,6570,40.175,176
Mammalia,Primates,Cercopithecidae,Macaca,sinica,Toque Macaque,4295.5,35,166.45
Mammalia,Primates,Cercopithecidae,Macaca,sylvanus,Barbary Macaque,10875,29.1,164.42
Mammalia,Primates,Cercopithecidae,Macaca,thibetana,Milne-Edwards' Macaque,10036.67,30,174.58606
Mammalia,Primates,Cercopithecidae,Macaca,tonkeana,Tonkean Macaque,10992.765,28.4,173
Mammalia,Primates,Cercopithecidae,Mandrillus,leucophaeus,Drill,16251.65,39.175,179.22
Mammalia,Primates,Cercopithecidae,Mandrillus,sphinx,Mandrill,23000,46.33,173.99
Mammalia,Primates,Cercopithecidae,Miopithecus,talapoin,Angolan Talapoin,1362.5,30.9,164.38
Mammalia,Primates,Cercopithecidae,Nasalis,larvatus,Proboscis Monkey,13441.575,25.1,167.15554
Mammalia,Primates,Cercopithecidae,Papio,anubis,Olive Baboon,17728.56,45,178.96
Mammalia,Primates,Cercopithecidae,Papio,cynocephalus,Yellow Baboon,17851.25,45,176.1334375
Mammalia,Primates,Cercopithecidae,Papio,hamadryas,Hamadryas Baboon,18000,45,179.276875
Mammalia,Primates,Cercopithecidae,Papio,papio,Guinea Baboon,18000,45,179.276875
Mammalia,Primates,Cercopithecidae,Papio,ursinus,Chacma Baboon,17729.44,45,179.276875
Mammalia,Primates,Cercopithecidae,Piliocolobus,badius,Western Red Colobus,8070.5,3.158333333,161.38234
Mammalia,Primates,Cercopithecidae,Piliocolobus,foai,Central African Red Colobus,7259,3.158333333,161.38234
Mammalia,Primates,Cercopithecidae,Piliocolobus,kirkii,Zanzibar Red Colobus,7158.29,2.166666667,168.17734
Mammalia,Primates,Cercopithecidae,Piliocolobus,pennantii,Pennant's Red Colobus,8092.75,3.158333333,161.38234
Mammalia,Primates,Cercopithecidae,Pygathrix,cinerea,Gray-shanked Douc Langur,9875,26.78333333,182.88
Mammalia,Primates,Cercopithecidae,Pygathrix,nemaeus,Red-shanked Douc Langur,9875,26.78333333,182.88
Mammalia,Primates,Cercopithecidae,Pygathrix,nigripes,Black-shanked Douc Langur,10104.16,26.78333333,182.88
Mammalia,Primates,Cercopithecidae,Rhinopithecus,bieti,Black Snub-nosed Monkey,14750,29.5,170
Mammalia,Primates,Cercopithecidae,Rhinopithecus,brelichi,Gray Snub-nosed Monkey,14500,29.5,199.67
Mammalia,Primates,Cercopithecidae,Rhinopithecus,roxellana,Golden Snub-nosed Monkey,14750,29.5,199.34
Mammalia,Primates,Cercopithecidae,Semnopithecus,ajax,Kashmir Gray Langur,12679.29,29.275,192
Mammalia,Primates,Cercopithecidae,Semnopithecus,dussumieri,Southern Plains Gray Langur,12679.29,29.275,192
Mammalia,Primates,Cercopithecidae,Semnopithecus,entellus,Northern Plains Gray Langur,12679.29,29.275,192
Mammalia,Primates,Cercopithecidae,Semnopithecus,hector,Tarai Gray Langur,12679.29,29.275,192
Mammalia,Primates,Cercopithecidae,Semnopithecus,hypoleucos,Black-footed Gray Langur,12236.395,29.275,192
Mammalia,Primates,Cercopithecidae,Semnopithecus,priam,Tufted Gray Langur,12679.29,29.275,192
Mammalia,Primates,Cercopithecidae,Semnopithecus,schistaceus,Nepal Gray Langur,12679.29,29.275,192
Mammalia,Primates,Cercopithecidae,Theropithecus,gelada,Gelada,15964.11,36,172.41658
Mammalia,Primates,Cercopithecidae,Trachypithecus,barbei,Tenasserim Lutung,7071.5,33.9,149.74512
Mammalia,Primates,Cercopithecidae,Trachypithecus,cristatus,Silvery Lutung,7071.5,33.9,149.74512
Mammalia,Primates,Cercopithecidae,Trachypithecus,germaini,Indochinese Lutung,7071.5,33.9,149.74512
Mammalia,Primates,Cercopithecidae,Trachypithecus,obscurus,Dusky Leaf-monkey,7163.94,33.9,146.63
Mammalia,Primates,Cercopithecidae,Trachypithecus,phayrei,Phayre's Leaf-monkey,7247.88,33.9,158.37256
Mammalia,Primates,Cercopithecidae,Trachypithecus,vetulus,Purple-faced Langur,7081.8,26.1,211
Mammalia,Primates,Cheirogaleidae,Cheirogaleus,adipicaudatus,Spiny Desert Dwarf Lemur,340,23.20833333,65.74176
Mammalia,Primates,Cheirogaleidae,Cheirogaleus,crossleyi,Crossley's Dwarf Lemur,420.11,15,70.7623
Mammalia,Primates,Cheirogaleidae,Cheirogaleus,major,Greater Dwarf Lemur,420.11,15,70.7623
Mammalia,Primates,Cheirogaleidae,Cheirogaleus,medius,Lesser Dwarf Lemur,248.38,23.20833333,61.79
Mammalia,Primates,Cheirogaleidae,Cheirogaleus,sibreei,Sibree's Dwarf Lemur,420.11,15,70.7623
Mammalia,Primates,Cheirogaleidae,Microcebus,griseorufus,Red-and-gray Mouse Lemur,69,18.2,60.34
Mammalia,Primates,Cheirogaleidae,Microcebus,murinus,Gray Mouse Lemur,66.9,18.2,60.34
Mammalia,Primates,Cheirogaleidae,Microcebus,myoxinus,Peters' Mouse Lemur,64.8,18.2,60.165
Mammalia,Primates,Cheirogaleidae,Microcebus,rufus,Eastern Rufous Mouse Lemur,66.9,18.2,60.34
Mammalia,Primates,Cheirogaleidae,Mirza,coquereli,Giant Mouse Lemur,311.2,17.4,89
Mammalia,Primates,Cheirogaleidae,Phaner,electromontis,Mt. d'Ambre Fork-crowned Lemur,400,25.45,174.46
Mammalia,Primates,Cheirogaleidae,Phaner,furcifer,Masoala Fork-crowned Lemur,400,25.45,174.46
Mammalia,Primates,Cheirogaleidae,Phaner,pallescens,Pale Fork-crowned Lemur,400,25.45,174.46
Mammalia,Primates,Cheirogaleidae,Phaner,parienti,Pariente's Fork-crowned Lemur,400,25.45,174.46
Mammalia,Primates,Daubentoniidae,Daubentonia,madagascariensis,Aye-aye,2610.33,24.3,167
Mammalia,Primates,Galagidae,Euoticus,elegantulus,Southern Needle-clawed Bushbaby,280,15,135.206
Mammalia,Primates,Galagidae,Galago,alleni,Bioko Allen's Bushbaby,277.615,12,134.52446
Mammalia,Primates,Galagidae,Galago,cameronensis,Cross River Bushbaby,277.615,12,134.52446
Mammalia,Primates,Galagidae,Galago,demidoff,Prince Demidoff's Bushbaby,63.1,14,111
Mammalia,Primates,Galagidae,Galago,gabonensis,Gabon Bushbaby,277.615,12,134.52446
Mammalia,Primates,Galagidae,Galago,gallarum,Somali Bushbaby,192.2,18.83333333,126.49
Mammalia,Primates,Galagidae,Galago,granti,Grant's Bushbaby,181.85,18.83333333,126
Mammalia,Primates,Galagidae,Galago,matschiei,Dusky Bushbaby,192.2,18.83333333,126.49
Mammalia,Primates,Galagidae,Galago,moholi,Moholi Bushbaby,180,18.83333333,126
Mammalia,Primates,Galagidae,Galago,nyasae,Malawi Bushbaby,180,18.83333333,126
Mammalia,Primates,Galagidae,Galago,senegalensis,Senegal Bushbaby,192.2,18.83333333,126.49
Mammalia,Primates,Galagidae,Galago,thomasi,Thomas's Bushbaby,63.8,14,111
Mammalia,Primates,Galagidae,Galago,zanzibaricus,Zanzibar Bushbaby,171.5,18.83333333,126
Mammalia,Primates,Galagidae,Otolemur,crassicaudatus,Brown Greater Galago,1066.75,22.7,131.04
Mammalia,Primates,Galagidae,Otolemur,garnettii,Northern Greater Galago,473.265,18.83333333,128.74428
Mammalia,Primates,Galagidae,Otolemur,monteiri,Silvery Greater Galago,1094.5,22.7,131.04
Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,139842,55.4,257
Mammalia,Primates,Hominidae,Gorilla,gorilla,Western Gorilla,126215.495,55.4,257
Mammalia,Primates,Hominidae,Homo,sapiens,Human,62035,122.5,280
Mammalia,Primates,Hominidae,Pan,paniscus,Bonobo,35119.95,55,235.3204327
Mammalia,Primates,Hominidae,Pan,troglodytes,Common Chimpanzee,44983.5,74,229
Mammalia,Primates,Hominidae,Pongo,abelii,Sumatran Orangutan,53408.29,60,259.42
Mammalia,Primates,Hominidae,Pongo,pygmaeus,Bornean Orangutan,58941.645,60,259.42
Mammalia,Primates,Hylobatidae,Bunopithecus,hoolock,Hoolock Gibbon,6699,41,232.5
Mammalia,Primates,Hylobatidae,Hylobates,agilis,Agile Gibbon,5829.08,57,216.24344
Mammalia,Primates,Hylobatidae,Hylobates,albibarbis,Bornean White-bearded Gibbon,5829.08,57,216.24344
Mammalia,Primates,Hylobatidae,Hylobates,klossii,Kloss's Gibbon,5900,37,213
Mammalia,Primates,Hylobatidae,Hylobates,lar,Lar Gibbon,6194.305,57,216.24344
Mammalia,Primates,Hylobatidae,Hylobates,moloch,Silvery Javan Gibbon,6048.4,57,217
Mammalia,Primates,Hylobatidae,Hylobates,muelleri,Mueller's Bornean Gibbon,5909.81,57.55833333,217
Mammalia,Primates,Hylobatidae,Hylobates,pileatus,Pileated Gibbon,5656.805,57,216.24344
Mammalia,Primates,Hylobatidae,Nomascus,concolor,Black Crested Gibbon,6410.47,46.1,207
Mammalia,Primates,Hylobatidae,Nomascus,gabriellae,Red-cheeked Gibbon,6621.085,46.1,207.59112
Mammalia,Primates,Hylobatidae,Nomascus,leucogenys,Northern White-cheeked Gibbon,6621.085,46.1,207.59112
Mammalia,Primates,Hylobatidae,Nomascus,siki,Southern White-cheeked Gibbon,6621.085,46.1,207.59112
Mammalia,Primates,Hylobatidae,Symphalangus,syndactylus,Siamang,10869.5,43,231
Mammalia,Primates,Indridae,Propithecus,coquereli,Coquerel's Sifaka,3622.695,30.5,145.5246
Mammalia,Primates,Indridae,Propithecus,deckenii,Van der Decken's Sifaka,3588.26,30.5,148
Mammalia,Primates,Indridae,Propithecus,diadema,Diademed Sifaka,6414.495,11.05833333,166.28274
Mammalia,Primates,Indridae,Propithecus,edwardsi,Milne-Edwards's Sifaka,6568.99,11.05833333,166.28274
Mammalia,Primates,Indridae,Propithecus,perrieri,Perrier's Sifaka,6414.495,11.05833333,166.28274
Mammalia,Primates,Indridae,Propithecus,verreauxi,Verreaux's Sifaka,3588.26,30.5,148
Mammalia,Primates,Lemuridae,Eulemur,albifrons,White-headed Lemur,2426.29,39,124.67636
Mammalia,Primates,Lemuridae,Eulemur,albocollaris,White-collared Lemur,2408.185,37,119.415
Mammalia,Primates,Lemuridae,Eulemur,cinereiceps,Gray-headed Lemur,2419,37,119.415
Mammalia,Primates,Lemuridae,Eulemur,collaris,Red-collared Lemur,2419,37,119.415
Mammalia,Primates,Lemuridae,Eulemur,coronatus,Crowned Lemur,1699.85,30,125.39632
Mammalia,Primates,Lemuridae,Eulemur,fulvus,Brown Lemur,2419,37,119.415
Mammalia,Primates,Lemuridae,Eulemur,macaco,Black Lemur,2485.215,39,127.245
Mammalia,Primates,Lemuridae,Eulemur,mongoz,Mongoose Lemur,1915.565,36.2,128.5
Mammalia,Primates,Lemuridae,Eulemur,rubriventer,Red-bellied Lemur,1765.33,20.54166667,130
Mammalia,Primates,Lemuridae,Eulemur,rufus,Red-fronted Lemur,2406.81,37,119.415
Mammalia,Primates,Lemuridae,Eulemur,sanfordi,Sanford's Lemur,2406.515,37,119.415
Mammalia,Primates,Lemuridae,Hapalemur,alaotrensis,Bandro,1275.105,23.3,141.24
Mammalia,Primates,Lemuridae,Hapalemur,aureus,Golden Bamboo Lemur,1476.205,11.39166667,142.5
Mammalia,Primates,Lemuridae,Hapalemur,griseus,Gray Bamboo Lemur,1202.71,23.3,141.24
Mammalia,Primates,Lemuridae,Hapalemur,occidentalis,Sambirano Bamboo Lemur,1202.71,23.3,141.24
Mammalia,Primates,Lemuridae,Lemur,catta,Ring-tailed Lemur,2555,37.3,134.838125
Mammalia,Primates,Lemuridae,Prolemur,simus,Greater Bamboo Lemur,1883.955,17.6,141
Mammalia,Primates,Lemuridae,Varecia,rubra,Red Ruffed Lemur,3670,36.18333333,100.32812
Mammalia,Primates,Lemuridae,Varecia,variegata,Black-and-white Ruffed Lemur,3670,36.1,100.32812
Mammalia,Primates,Lepilemuridae,Lepilemur,ankaranensis,Ankarana Sportive Lemur,713,12,133.45
Mammalia,Primates,Lepilemuridae,Lepilemur,dorsalis,Black-striped Sportive Lemur,669.03,12,133.37984
Mammalia,Primates,Lepilemuridae,Lepilemur,edwardsi,Milne-Edwards's Sportive Lemur,713,12,133.37984
Mammalia,Primates,Lepilemuridae,Lepilemur,leucopus,White-footed Sportive Lemur,684.515,12,133.45
Mammalia,Primates,Lepilemuridae,Lepilemur,microdon,Small-toothed Sportive Lemur,713,12,133.37984
Mammalia,Primates,Lepilemuridae,Lepilemur,mustelinus,Weasel Lemur,691.015,12,133.37984
Mammalia,Primates,Lepilemuridae,Lepilemur,ruficaudatus,Red-tailed Sportive Lemur,738.18,12,133.45
Mammalia,Primates,Lepilemuridae,Lepilemur,septentrionalis,Northern Sportive Lemur,713,12,133.45
Mammalia,Primates,Lorisidae,Arctocebus,aureus,Calabar Angwantibo,257.5,13,133.74
Mammalia,Primates,Lorisidae,Arctocebus,calabarensis,Golden Angwantibo,257.755,13,133.74
Mammalia,Primates,Lorisidae,Loris,lydekkerianus,Gray Slender Loris,249.22,19.3,167.61208
Mammalia,Primates,Lorisidae,Loris,tardigradus,Red Slender Loris,243.71,19.3,167.61208
Mammalia,Primates,Lorisidae,Nycticebus,bengalensis,Bengal Slow Loris,959.75,26.5,189.545
Mammalia,Primates,Lorisidae,Nycticebus,coucang,Bengal Slow Loris,953.3,26.5,189.545
Mammalia,Primates,Lorisidae,Nycticebus,pygmaeus,Pygmy Slow Loris,907.525,26.5,188
Mammalia,Primates,Lorisidae,Perodicticus,potto,Potto,1011,26.8,193
Mammalia,Primates,Pitheciidae,Cacajao,calvus,Bald Uacari,3421.04,37.75833333,182
Mammalia,Primates,Pitheciidae,Callicebus,baptista,Baptista Lake Titi,904.065,26.2,164
Mammalia,Primates,Pitheciidae,Callicebus,brunneus,Brown Titi,958.13,26.4,147.5
Mammalia,Primates,Pitheciidae,Callicebus,cupreus,Coppery Titi,1037.575,26.4,147.5
Mammalia,Primates,Pitheciidae,Callicebus,discolor,White-tailed titi,1037.575,26.4,147.5
Mammalia,Primates,Pitheciidae,Callicebus,hoffmannsi,Hoffmanns's Titi,904.065,26.2,164
Mammalia,Primates,Pitheciidae,Callicebus,moloch,Red-bellied Titi,850,26.2,164
Mammalia,Primates,Pitheciidae,Callicebus,ornatus,Ornate Titi,1037.575,26.4,147.5
Mammalia,Primates,Pitheciidae,Chiropotes,albinasus,White-nosed Saki,2900,20.79166667,157.67
Mammalia,Primates,Pitheciidae,Chiropotes,chiropotes,Red-backed Bearded Saki,2942.5,19.6,157.67
Mammalia,Primates,Pitheciidae,Chiropotes,israelita,Brown-backed Bearded Saki,2942.5,19.6,157.67
Mammalia,Primates,Pitheciidae,Chiropotes,satanas,Black Bearded Saki,2942.5,19.6,157.67
Mammalia,Primates,Pitheciidae,Chiropotes,utahickae,Uta Hick's Bearded Saki,2942.5,19.6,157.67
Mammalia,Primates,Pitheciidae,Pithecia,pithecia,White-faced Saki,1480,36.18333333,159.565
Mammalia,Primates,Tarsiidae,Tarsius,bancanus,Horsfield's Tarsier,118.445,16.3,178
Mammalia,Primates,Tarsiidae,Tarsius,dentatus,Dian's Tarsier,141.71,12,171.05032
Mammalia,Primates,Tarsiidae,Tarsius,pelengensis,Peleng Tarsier,173,12,171.05032
Mammalia,Primates,Tarsiidae,Tarsius,pumilus,Pygmy Tarsier,173,12,171.05032
Mammalia,Primates,Tarsiidae,Tarsius,sangirensis,Sangihe Tarsier,173,12,171.05032
Mammalia,Primates,Tarsiidae,Tarsius,syrichta,Philippine Tarsier,114.455,16.13333333,179
Mammalia,Primates,Tarsiidae,Tarsius,tarsier,Spectral Tarsier,173,12,176.37016
Mammalia,Proboscidea,Elephantidae,Elephas,maximus,Asian Elephant,3.22E+06,80,642.84
Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African Bush Elephant,4.50E+06,80,669.68
Mammalia,Proboscidea,Elephantidae,Loxodonta,cyclotis,African Forest Elephant,4.63E+06,80,669.68
Mammalia,Rodentia,Abrocomidae,Abrocoma,budini,Budin's Chinchilla Rat,221.82,1.083333333,112.26904
Mammalia,Rodentia,Abrocomidae,Abrocoma,cinerea,Ashy Chinchilla Rat,221.82,1.083333333,112.26904
Mammalia,Rodentia,Abrocomidae,Abrocoma,famatina,Famatina Chinchilla Rat,221.82,1.083333333,112.26904
Mammalia,Rodentia,Abrocomidae,Abrocoma,shistacea,Sierra del Tontal Chinchilla Rat,221.82,1.083333333,112.26904
Mammalia,Rodentia,Abrocomidae,Abrocoma,vaccarum,Mendozan Chinchilla Rat,221.82,1.083333333,112.26904
Mammalia,Rodentia,Aplodontiidae,Aplodontia,rufa,Sewellel,706.8,10,29.91364
Mammalia,Rodentia,Bathyergidae,Bathyergus,janetta,Namaqua Dune Mole-rat,627.5,1.5,68.41
Mammalia,Rodentia,Bathyergidae,Bathyergus,suillus,Cape Dune Mole-rat,664.4,1.5,68.41
Mammalia,Rodentia,Bathyergidae,Cryptomys,amatus,Zambian Mole-rat,77.95,11,83.12706
Mammalia,Rodentia,Bathyergidae,Cryptomys,bocagei,Bocage's Mole-rat,79.5,11,81.26412
Mammalia,Rodentia,Bathyergidae,Cryptomys,damarensis,Damara Mole-rat,134.65,15.5,92.8298
Mammalia,Rodentia,Bathyergidae,Cryptomys,darlingi,Darling's Mole-rat,77.95,11,81.13206
Mammalia,Rodentia,Bathyergidae,Cryptomys,hottentotus,Southern African Mole-rat,78.9,11,81.26412
Mammalia,Rodentia,Bathyergidae,Georychus,capensis,Cape Mole-rat,189.68,11.2,44
Mammalia,Rodentia,Bathyergidae,Heliophobius,argenteocinereus,Silvery Mole-rat,89,3.1,87.6322
Mammalia,Rodentia,Bathyergidae,Heterocephalus,glaber,Naked Mole-rat,35,28.3,70
Mammalia,Rodentia,Capromyidae,Capromys,pilorides,Desmarest's Hutia,4683.3,13.80833333,125
Mammalia,Rodentia,Capromyidae,Geocapromys,brownii,Jamaician Hutia,1500,13.5,120
Mammalia,Rodentia,Capromyidae,Geocapromys,ingrahami,Bahamian Hutia,733.52,9.316666667,113.1943
Mammalia,Rodentia,Capromyidae,Geocapromys,thoracatus,Swan Island Hutia,1500,13.5,120
Mammalia,Rodentia,Capromyidae,Plagiodontia,aedium,Hispaniolan Hutia,1267,15.9,136.5
Mammalia,Rodentia,Castoridae,Castor,canadensis,American Beaver,19928.335,23.4,114.43936
Mammalia,Rodentia,Castoridae,Castor,fiber,Eurasian Beaver,19000,35,106.62518
Mammalia,Rodentia,Caviidae,Cavia,aperea,Brazilian Guinea Pig,341,10,63
Mammalia,Rodentia,Caviidae,Cavia,porcellus,Domesticated Guinea Pig,639.1,14.8,67.495
Mammalia,Rodentia,Caviidae,Cavia,tschudii,Montane Guinea Pig,580.94,10,63.00126
Mammalia,Rodentia,Caviidae,Dolichotis,patagonum,Patagonian Mara,12500,14.4,91
Mammalia,Rodentia,Caviidae,Dolichotis,salinicola,Chacoan Mara,1610.3,4.491666667,77.86026
Mammalia,Rodentia,Caviidae,Galea,musteloides,Common Yellow-toothed Cavy,337.875,3.5,54
Mammalia,Rodentia,Caviidae,Galea,spixii,Spix's Yellow-toothed Cavy,360.61,4.6,53
Mammalia,Rodentia,Caviidae,Hydrochoeris,hydrochaeris,Capybara,51572.455,15.1,150.73
Mammalia,Rodentia,Caviidae,Kerodon,rupestris,Rock Cavy,875.5,12.9,75.89
Mammalia,Rodentia,Chinchillidae,Chinchilla,chinchilla,Short-tailed Chinchilla,492.495,20,111.735
Mammalia,Rodentia,Chinchillidae,Chinchilla,lanigera,Long-tailed Chinchilla,485,20,112.47
Mammalia,Rodentia,Chinchillidae,Lagidium,peruanum,Northern Mountain Viscacha,1245,19.5,131.48072
Mammalia,Rodentia,Chinchillidae,Lagidium,viscacia,Southern Moutain Viscacha,1539.99,19.5,133.61404
Mammalia,Rodentia,Chinchillidae,Lagidium,wolffsohni,Wolffsohn's Mountain Viscacha,1539.995,19.5,133.61404
Mammalia,Rodentia,Chinchillidae,Lagostomus,maximus,Argentine Plains Viscacha,6392,10.8,155.73
Mammalia,Rodentia,Cricetidae,Akodon,azarae,Azara's Akodont,24,0.833333333,23.52222
Mammalia,Rodentia,Cricetidae,Allocricetulus,curtatus,Mongolian Hamster,30.7,2.408333333,13.45682
Mammalia,Rodentia,Cricetidae,Alticola,strelzowi,Strelzow's Mountain Vole,49.995,2.741666667,20.62106
Mammalia,Rodentia,Cricetidae,Arborimus,longicaudus,Red Tree Vole,22.39,0.166666667,31.5557
Mammalia,Rodentia,Cricetidae,Arvicola,amphibius,Eurasian Water Vole,108.75,5,21.24
Mammalia,Rodentia,Cricetidae,Arvicola,sapidus,Southwestern Water Vole,120,5,21.60956
Mammalia,Rodentia,Cricetidae,Arvicola,scherman,Montane Water Vole,97.5,5,21.30478
Mammalia,Rodentia,Cricetidae,Baiomys,taylori,Northern Pygmy Mouse,7.43,3.583333333,21.99
Mammalia,Rodentia,Cricetidae,Calomys,boliviae,Bolivian Laucha,48,0.416666667,22.00914
Mammalia,Rodentia,Cricetidae,Calomys,hummelincki,Hummelinck's Laucha,27,1.583333333,25.26188
Mammalia,Rodentia,Cricetidae,Calomys,laucha,Little Laucha,24,1.583333333,25.13094
Mammalia,Rodentia,Cricetidae,Calomys,musculinus,Drylands Laucha,17.6,1.583333333,23.76132
Mammalia,Rodentia,Cricetidae,Calomys,tener,Delicate Laucha,14,1.583333333,25.13094
Mammalia,Rodentia,Cricetidae,Chionomys,nivalis,European Snow Vole,42.01,2.325,20.96042
Mammalia,Rodentia,Cricetidae,Cricetulus,migratorius,Gray Dwarf Hamster,30.7,2.408333333,13.45682
Mammalia,Rodentia,Cricetidae,Cricetus,cricetus,Common Hamster,400,4,20
Mammalia,Rodentia,Cricetidae,Dicrostonyx,groenlandicus,Nearctic Collared Lemming,58.44,3.3,20.84
Mammalia,Rodentia,Cricetidae,Dicrostonyx,hudsonius,Ungava Collared Lemming,57,0.666666667,20.19606
Mammalia,Rodentia,Cricetidae,Dicrostonyx,nelsoni,Nelson's Collared Lemming,58.44,3.3,20.84
Mammalia,Rodentia,Cricetidae,Dicrostonyx,nunatakensis,Ogilvie Mountains Collared Lemming,58.44,3.3,20.84
Mammalia,Rodentia,Cricetidae,Dicrostonyx,richardsoni,Richardson's Collared Lemming,57.62,3.3,20.76824
Mammalia,Rodentia,Cricetidae,Dicrostonyx,torquatus,Palearctic Collared Lemming,67.885,3.8,19.1308
Mammalia,Rodentia,Cricetidae,Dicrostonyx,unalascensis,Unalaska Collared Lemming,58.44,3.3,21
Mammalia,Rodentia,Cricetidae,Dicrostonyx,vinogradovi,Wrangel Island Collared Lemming,67.885,3.8,19.1308
Mammalia,Rodentia,Cricetidae,Eligmodontia,puerulus,Altiplano Laucha,19.45,0.8,18.38
Mammalia,Rodentia,Cricetidae,Eligmodontia,typus,Eastern Patagonian Laucha,17.5,0.8,18.38
Mammalia,Rodentia,Cricetidae,Ellobius,talpinus,Northern Mole Vole,39,0.583333333,26.23966
Mammalia,Rodentia,Cricetidae,Ellobius,tancrei,Eastern Mole Vole,39,0.583333333,26.23966
Mammalia,Rodentia,Cricetidae,Lagurus,lagurus,Steppe Vole,20.3,3.825,20.08776
Mammalia,Rodentia,Cricetidae,Lemmus,amurensis,Amur Brown Lemming,60,1.666666667,21.0226
Mammalia,Rodentia,Cricetidae,Lemmus,lemmus,Norway Lemming,68.81,3.325,20.11
Mammalia,Rodentia,Cricetidae,Lemmus,portenkoi,Wrangel Island Lemming,60,1.666666667,21.0226
Mammalia,Rodentia,Cricetidae,Lemmus,sibiricus,Siberian Brown Lemming,60,1.666666667,21.0226
Mammalia,Rodentia,Cricetidae,Lemmus,trimucronatus,Nearctic Brown Lemming,60.8,1.666666667,20.77
Mammalia,Rodentia,Cricetidae,Mesocricetus,auratus,Golden Hamster,105,10,16
Mammalia,Rodentia,Cricetidae,Mesocricetus,brandti,Brandt's Hamster,108.2,10,15.354
Mammalia,Rodentia,Cricetidae,Mesocricetus,newtoni,Romanian Hamster,105,10,16
Mammalia,Rodentia,Cricetidae,Mesocricetus,raddei,Ciscaucasian Hamster,105,10,16
Mammalia,Rodentia,Cricetidae,Microtus,agrestis,Field Vole,31.935,4.825,20.72
Mammalia,Rodentia,Cricetidae,Microtus,arvalis,Common Vole,25.4,4.8,21
Mammalia,Rodentia,Cricetidae,Microtus,californicus,California Vole,53.5,2.083333333,21.18
Mammalia,Rodentia,Cricetidae,Microtus,guentheri,Guenther's Vole,48.995,3.916666667,21
Mammalia,Rodentia,Cricetidae,Microtus,ilaeus,Kazakhstan Vole,25.4,4.8,21
Mammalia,Rodentia,Cricetidae,Microtus,irani,Iranian Vole,48,1,19.6417
Mammalia,Rodentia,Cricetidae,Microtus,levis,East European Vole,26.9,4.8,21
Mammalia,Rodentia,Cricetidae,Microtus,limnophilus,Lacustrine Vole,33.1,2.166666667,21.55978
Mammalia,Rodentia,Cricetidae,Microtus,middendorffii,Middendorf's Vole,40.25,2.141666667,21
Mammalia,Rodentia,Cricetidae,Microtus,miurus,Singing Vole,40.25,2.141666667,21
Mammalia,Rodentia,Cricetidae,Microtus,mongolicus,Mongolian Vole,25.4,4.8,21
Mammalia,Rodentia,Cricetidae,Microtus,montebelli,Japanese Grass Vole,33.1,2.166666667,21.92478
Mammalia,Rodentia,Cricetidae,Microtus,ochrogaster,Prairie Vole,46.7,5.325,22.52264
Mammalia,Rodentia,Cricetidae,Microtus,oeconomus,Root Vole,33.1,2.166666667,21.55978
Mammalia,Rodentia,Cricetidae,Microtus,oregoni,Creeping Vole,20.425,1.25,23.78504
Mammalia,Rodentia,Cricetidae,Microtus,paradoxus,Paradox Vole,48,1,19.6417
Mammalia,Rodentia,Cricetidae,Microtus,pennsylvanicus,Meadow Vole,38.55,2.908333333,21.2726
Mammalia,Rodentia,Cricetidae,Microtus,pinetorum,Woodland Vole,25.5,3.825,22.827
Mammalia,Rodentia,Cricetidae,Microtus,richardsoni,North American Water Vole,72.825,1.5,24.8412
Mammalia,Rodentia,Cricetidae,Microtus,schidlovskii,Schidlovsky's Vole,48,1,19.6417
Mammalia,Rodentia,Cricetidae,Microtus,socialis,Social Vole,48,1,19.6417
Mammalia,Rodentia,Cricetidae,Microtus,subterraneus,Common Pine Vole,17.8,2.833333333,21.30478
Mammalia,Rodentia,Cricetidae,Myodes,californicus,Western Red-backed Vole,22.8,2.408333333,18
Mammalia,Rodentia,Cricetidae,Myodes,centralis,Tien Shan Red-backed Vole,21.15,4.916666667,21.00084
Mammalia,Rodentia,Cricetidae,Myodes,gapperi,Southern Red-backed Vole,22.8,2.408333333,17.97862
Mammalia,Rodentia,Cricetidae,Myodes,glareolus,Bank Vole,20.8,4.916666667,20
Mammalia,Rodentia,Cricetidae,Myodes,smithii,Smith's Red-backed Vole,27.5,3.5,19
Mammalia,Rodentia,Cricetidae,Myopus,schisticolor,Wood Lemming,26.4,2.083333333,22.67478
Mammalia,Rodentia,Cricetidae,Neotoma,albigula,White-throated Woodrat,190.5,9.5,36.21884
Mammalia,Rodentia,Cricetidae,Neotoma,angustapalata,Tamaulipan Woodrat,203,0.666666667,33.19262
Mammalia,Rodentia,Cricetidae,Neotoma,anthonyi,Anthony's Woodrat,119.365,10.5,33
Mammalia,Rodentia,Cricetidae,Neotoma,bryanti,Bryant's Woodrat,119.365,10.5,33
