CountYear,RoostCountStatusID,TotalCount,SpeciesID,FirstYear,RoostID
2017,Bats were present and counts were carried out,46,Rhinolophus hipposideros,NA,58389
2017,Bats were present and counts were carried out,156,Rhinolophus hipposideros,1994,58392
2017,Bats were present and counts were carried out,175,Rhinolophus hipposideros,1994,58392
2017,Bats were present and counts were carried out,321,Rhinolophus hipposideros,NA,60246
2017,Bats were present and counts were carried out,268,Pipistrellus pygmaeus,2012,60390
2017,Bats were present and counts were carried out,193,Pipistrellus pygmaeus,2012,60390
2017,Bats were present and counts were carried out,35,Rhinolophus hipposideros,1998,60435
2017,Bats were present and counts were carried out,34,Rhinolophus hipposideros,1998,60435
2017,Bats were present and counts were carried out,28,Rhinolophus hipposideros,1998,60435
2017,Bats were present and counts were carried out,55,Rhinolophus hipposideros,1996,60482
2017,Bats were present and counts were carried out,29,Rhinolophus hipposideros,1996,60482
